Original Name,Translated Name,Translated Description,Version
Iron Credit,Eiserne Gunst,"Immer wenn eine befreundete Einheit innerhalb **Kurzer Reichweite** einen Plündermarker erhält, lege 1 Befehlsmarker auf diese Karte. Bevor diese Einheit einen Nahkampfangriff durchführt, darfst du bis zu 2 Befehlsmarker von dieser Karte ablegen, um die folgenden Effekte zu erhalten *(die Effekte sind kumulativ)*:
• 1+: Du darfst 1 Zustandsmarker von dieser Einheit ablegen.
• 2: Diese Einheit verwendet ihren höchsten Angriffswürfelwert.",2021
Iron Resolve,Eiserne Entschlossenheit,"Diese Einheit erhält +1 auf das Ergebnis von Panikproben und erleidet –1 **Wunde**, wenn sie an einer Panikprobe scheitert.",2021
Ironborn Arrows,Pfeile der Eisenmänner,"Diese Einheit darf Angriffswürfel neu werfen, sobald sie Feinde in die Flanke oder den Rücken angreift.",2021
Jade Fire,Jadegrünes Feuer,"• **Grausam**
• Treffer dieses Angriffs können nicht abgewehrt werden. Falls dieser Angriff Treffer erzeugt, erleidet der Verteidiger, statt Verteidigungswürfel zu werfen, 1W3 **Wunden**, +1 **Wunde** für jede seiner verbleibenden Schlachtreihen und 1 Feind innerhalb **Kurzer Reichweite** zum Verteidiger wird **Geschwächt**.",2021-S01
Jagged Weapons,Gezackte Waffen,• **Grausam**,2021
Jaime's Protector,Jaimes Beschützer,"Nachdem Jaime Lennisters Einheit angegriffen worden ist, führt diese Einheit 1 Angriffs- oder Ansturmaktion auf den Angreifer durch.",2021
Jaime's Vassal,Jaimes Vasall,Diese Figur zählt für alle Fähigkeiten und Effekte als Jaime Lennister.,2021-S02
Joffrey's Retinue,Joffreys Gefolge,"Diese Einheit besteht aus 8 Figuren *(einschließlich Joffrey)*, kann 8 **Wunden** erleiden und hat 2 Schlachtreihen.",2021
Jojen's Greensight,Jojens Grünsicht,"Immer wenn diese Einheit eine Angriffs- oder Ansturmaktion durchführt, bevor jene Aktion abgehandelt wird, erhält sie 1 der folgenden Effekte:
• Sie darf beliebig viele Angriffswürfel neu werfen.
• Sie darf alle Würfel für die Bewegungsweite des Ansturms neu werfen und ignoriert in diesem Zug Geländeteile mit den Schlüsselwörtern **Einschränkend** und **Unwegsam**.",2021
Jokin's Protector,Jokins Beschützer,"Nachdem Jokins Einheit angegriffen worden ist, führt diese Einheit 1 Angriffs- oder Ansturmaktion auf den Angreifer durch.",2021
Jokin's Vassal,Jokins Vasall,Diese Figur zählt für alle Fähigkeiten und Effekte als Jokin.,2021
Juvenile Dragon,Junger Drache,"• Diese Einheit kann 8 **Wunden** erleiden.
• Diese Einheit ignoriert Einheiten und Geländeteile, sobald sie eine Manöver- oder Marschaktion durchführt.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöveraktion durchführen.",2021
King's Blade,Klinge des Königs,"• **Spaltschlag**
• Falls dein Gegner nicht [CROWN] kontrolliert, erhält dieser Angriff **Kritischer Treffer** und es dürfen beliebig viele Angriffswürfel neu geworfen werden.",S04
Knightly Vow,Ritterlicher Eid,"• Bestimme nach der Aufstellung 1 feind­liche Einheit zum Ziel. Sobald diese Einheit einen Ansturm auf jene Einheit durchführt, darf sie alle Würfel für die Bewegungsweite des Ansturms neu werfen.
• Solange du [SWORDS] kontrollierst, erhalten die Nahkampfangriffe dieser Einheit +1 auf den Trefferwurf.",2021-S02
Knight’s Blade,Klinge des Ritters,"• **Spaltschlag**
• Falls du [SWORDS] kontrollierst, bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Verwundbar**.",2021
Lance,Lanze,"• **Spaltschlag**
• Sobald diese Einheit einen Ansturm durchführt, werden +2 Angriffswürfel für jede ihrer verbleibenden Schlachtreihen geworfen.",2021-S01
Lannister Justice,Gerechtigkeit der Lennisters,"Solange du [CROWN] kontrollierst, immer wenn diese Einheit eine Aktion durchführt, bevor jene Aktion abgehandelt wird, muss 1 Feind innerhalb **Langer Reichweite** 1 Panikprobe ablegen und erhält –1 auf das Ergebnis dieser Panikprobe für jede verbleibende Schlachtreihe in dieser Einheit.",2021
Lannister Oppression,Unterdrückung der Lennisters,"• **Grausam**
Bevor die Angriffswürfel geworfen werden, darfst du Zustandsmarker des Verteidigers ausgeben, um die folgenden Effekte zu erhalten:
• **Panisch**: Bis zum Ende des Zuges verliert der Verteidiger alle Fähigkeiten und darf nicht zum Ziel von befreundeten Taktikkarten bestimmt werden.
• **Verwundbar**: Bei diesem Angriff dürfen beliebig viele Angriffswürfel neu geworfen werden. Nachdem dieser Angriff abgeschlossen worden ist, heilt diese Einheit 2 **Wunden** für jede durch diesen Angriff vernichtete Schlachtreihe des Verteidigers.
• **Geschwächt**: Dieser Angriff verwendet seinen höchsten Angriffswürfelwert und erhält **Spaltschlag**.",2021-S03
Loyalty through Coin,Erkaufte Loyalität,"Solange du [MONEY] kontrollierst, erhält diese Einheit +1 auf das Ergebnis ihrer Verteidigungswürfe und +1 auf das Ergebnis von Moralproben.",2021
Loyalty: Renly Baratheon,Loyalität: Renly Baratheon,Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.,2021
Loyalty: Stannis Baratheon,Loyalität: Stannis Baratheon,Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.,2021
Mace & Spike,Knüppel & Dornen,"Bevor die Angriffswürfel geworfen werden, wähle 1 der folgenden Effekte. Für jede vernichtete Schlachtreihe dieser Einheit wähle +1:
• **Kritischer Treffer**
• **Präzision**
• Wirf beliebig viele Angriffswürfel neu.",2021
Maegi's Healing,Heilung der Maegi,"Immer wenn diese Einheit aktiviert wird, wirf 1W3. Bei einer 3 erleidet diese Einheit 1 **Wunde**. Bei einer 1 wähle 1 der folgenden Effekte. Bei einer 2 wähle 2 der folgenden Effekte *(derselbe Effekt darf mehrfach gewählt werden)*:
• Diese Einheit heilt 1 **Wunde**.
• Lege 1 Zustandsmarker von dieser Einheit ab.",2021
Mammoth,Mammut,"• Diese Einheit kann 8 **Wunden** erleiden. 
• Diese Einheit kann keine Zielobjekt-Marker kontrollieren.
• Diese Einheit kann maximal 2 **Wunden** erleiden, wenn sie an einer Panikprobe scheitert.
• Sobald diese Einheit vernichtet wird, bevor sie entfernt wird, bestimme 1 Feind zum Ziel, mit dem sie im Nahkampf ist. Er erleidet 1W3 **Wunden**.",2021-S01
Manticore Venom,Mantikorgift,"Ein Mal pro Partie, nachdem diese Einheit einen Nahkampfangriff abgeschlossen hat, lege die Giftkarte **Mantikorgift** an den Verteidiger an, bis er vernichtet wird.",2021
Marauder’s Blades,Klinge des Marodeurs,"• **Grausam**
• Diese Einheit erhält +1 auf den Trefferwurf und **Kritischer Treffer**, sobald sie Feinde mit gleich vielen oder weniger verbleibenden Schlachtreihen angreift.",2021-S03
Marshal,Marschall,"• Diese Einheit kann 3 **Wunden** erleiden.
• Zu Beginn der Aktivierung dieser Einheit darf sie 1 Manöver- oder Rückzugsaktion durchführen.
• Andere befreundete Einheiten innerhalb **Kurzer Reichweite** erhalten +1 Angriffswürfel bei Nahkampfangriffen und erleiden –1 **Wunde**, wenn sie an einer Panikprobe scheitern.",S04
Master Skinchanger,Meisterhafter Leibwechsler,"• Diese Einheit kann 4 **Wunden** erleiden.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöveraktion durchführen.
• Du erhältst Varamyrs Adler. Auf der Karte jener Verstärkung stehen ihre zusätzlichen Effekte.",2021
Mastercraft Longsword,Meister-Langschwert,• **Spaltschlag**,2021-S03
Mastercraft Warhammer,Meister-Kriegshammer,"• Diese Einheit darf Angriffswürfel immer neu werfen.
• Falls der Verteidiger bei einem Verteidigungswurf eine 1 würfelt, nachdem dieser Angriff abgeschlossen worden ist, wird er **Geschwächt**.",S04
Mercenary's Longbow,Langbogen des Söldners,"• Solange du [MONEY] kontrollierst, erhält diese Einheit **Spaltschlag**.
• Solange du [LETTER] kontrollierst, bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Verwundbar**.
• Solange du [SWORDS] kontrollierst, darf diese Einheit beliebig viele Angriffswürfel neu werfen.",2021
Might of The Throne (Cortnay Penrose),Macht des Throns,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Cortnay Fünfrosens Einheit führt 1 Nahkampfangriffs- oder Ansturmaktion durch.*",S04
Might of The Throne (Kevan Lannister),Macht des Throns,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Kevan Lennisters Einheit führt 1 Nahkampfangriffs- oder Ansturmaktion durch.*",S04
Mother of Dragons,Mutter der Drachen,Ein Mal pro Partie zu Beginn eines beliebigen Zuges darfst du dein Taktikdeck oder deinen Ablagestapel nach 1 Heerführer-Taktikkarte von Daenerys durchsuchen und sie deiner Hand hinzufügen. Mische danach dein Taktikdeck.,2021
Motivated by Coin (Bronn),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Bronns Einheit führt 1 Angriffsaktion durch.*",2021
Motivated by Coin (Daario Naharis),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Daario Naharis’ Einheit führt 1 Angriffsaktion durch.*",2021
Motivated by Coin (Fortune Seeker),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Die Glückssucher-Einheit führt 1 Angriffsaktion durch.*",2021
Motivated by Coin (Nute),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*Nuts Einheit führt 1 Angriffsaktion durch.*",2021
Motivated by Coin (Stormcrow Dervishes),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*1 Derwische-der-Sturmkrähen-Einheit führt 1 Angriffsaktion durch.*",2021
Motivated by Coin (Stormcrow Mercenaries),Durch Geld motiviert,"Sobald eine befreundete zivile Einheit die [MONEY]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch:
*1 Söldner-der-Sturmkrähen-Einheit führt 1 Angriffsaktion durch.*",2021
Motley Armaments,Bunte Ausrüstung,"Sobald diese Einheit angreift, wähle 1 der folgenden Effekte. Falls sie in die Flanke oder den Rücken angreift, erhalte beide Effekte:
• +1 Angriffswürfel und **Kritischer Treffer**
• Der Verteidiger verliert in diesem Zug alle Fähigkeiten.",2021-S03
Mummer's Blade,Klinge des Mummenschanzes,"Falls diese Einheit einen Feind angreift, der diese Runde noch nicht aktiviert worden ist, bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Geschwächt**.",2021
Names On The List,Namen auf der Liste,"Immer wenn eine befreundete Einheit innerhalb **Langer Reichweite** eine Schlachtreihe verliert, lege 1 Befehlsmarker auf diese Karte.
Immer wenn diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, darfst du 1 Befehlsmarker von dieser Karte ablegen. Falls du das tust, vernichte 1 Infanterie-Verstärkung des Verteidigers, nachdem der Angriff abgeschlossen worden ist.",2021
Noble’s Wrath,Zorn des Adligen,"• **Spaltschlag**
• Dieser Angriff fügt +2 Treffer für jede **Wunde** zu, die diese Einheit erlitten hat.",2021
Oppressive Peacekeeping,Gewaltsamer Frieden,"Solange du [CROWN] kontrollierst, erleiden Feinde innerhalb **Kurzer Reichweite** zu dieser Einheit –1 auf das Ergebnis von Moralproben.",2021
Order: Adaptive Planning,Befehl: Pläne anpassen,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 Kampfeinheit innerhalb **Langer Reichweite** zum Ziel. Ersetze 1 Zustandsmarker auf jener Einheit durch einen beliebigen anderen Zustandsmarker.",2021
Order: Adaptive Style,Befehl: Stil anpassen,"**Sobald diese Einheit angreift oder angegriffen wird, bevor die Angriffswürfel geworfen werden, wähle 1 der folgenden Effekte:**
• Diese Einheit erhält +1 auf das Ergebnis ihrer Verteidigungswürfe und +2 auf das Ergebnis von Panikproben.
• Dieser Angriff erhält **Kritischer Treffer** und **Spaltschlag**.",S04
Order: Battle Plan,Befehl: Schlachtplan,"**Zu Beginn eines beliebigen Zuges:**
Lege 2 Taktikkarten ab, um dein Taktikdeck nach 1 beliebigen Karte zu durchsuchen und sie deiner Hand hinzuzufügen. Mische danach dein Taktikdeck.",2021
Order: Charging Volley,Befehl: Stürmende Salve,"**Nachdem diese Einheit einen Fernkampfangriff abgeschlossen hat:**
Diese Einheit führt 1 Ansturmaktion gegen den Verteidiger durch.",2021
Order: Counterstrategy,Befehl: Gegenstrategie,"**Sobald ein Feind innerhalb Kurzer Reichweite einen Befehl verwendet oder zum Ziel einer Taktikkarte bestimmt wird:**
Wirf einen Würfel: Bei 3+ hebst du den Befehl/die Taktikkarte auf.",2021
Order: Divide The Spoils,Befehl: Die Beute aufteilen,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 befreundete Haus-Graufreud-Einheit innerhalb **Kurzer Reichweite** zum Ziel. Du darfst 1 **Plündermarker** von jener Einheit ablegen und dann 1 Plündermarker auf eine andere befreundete Haus-Graufreud-Einheit innerhalb **Kurzer Reichweite** legen.",2021-S03
Order: Drowned God's Blessing,Befehl: Segen des Ertrunkenen Gottes,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 befreundete Infanterie-Einheit von Haus Graufreud innerhalb **Kurzer Reichweite** zum Ziel und wähle 1 der folgenden Effekte:
• Jene Einheit heilt 2 **Wunden**.
• Jene Einheit darf in diesem Zug beliebig viele Angriffswürfel neu werfen.
• Feinde, die in diesem Zug jene Einheit angreifen, werden **Verwundbar**.",2021
Order: Grisly Example,Befehl: Grässliches Vorbild,"**Zu Beginn eines beliebigen Zuges:**
Diese Einheit erleidet 1 **Wunde**. Bestimme alle Feinde innerhalb **Kurzer Reichweite** zum Ziel. Sie werden **Panisch**.",2021
Order: Hidden Traps,Befehl: Verborgene Fallen,"**Sobald ein Feind innerhalb Langer Reichweite, der nicht im Nahkampf ist, eine beliebige Aktion durchführt, bevor jene Aktion abgehandelt wird:**
Wähle 1 der folgenden Effekte:
• Jener Feind erleidet 1 Treffer, +1 Treffer für jede seiner verbleibenden Schlachtreihen.
• Jener Feind erleidet bis zum Ende der Runde -1 [MOVEMENT].",2021-S01
Order: Hold The Line!,Befehl: Linie halten!,"**Sobald diese Einheit aktiviert wird:**
Bestimme 1 Feind zum Ziel, der mit dieser Einheit im Nahkampf ist. Er erleidet 2 Treffer, +1 Treffer für jede verbleibende Schlachtreihe dieser Einheit.",2021-S01
Order: Incite,Befehl: Anspornen,"**Sobald diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**
Dieser Angriff erhält **Grausam** und es wird der höchste Angriffswürfelwert verwendet.",2021
Order: Just Shares,Befehl: Gerechte Anteile,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 befreundete Kampfeinheit innerhalb **Langer Reichweite** zum Ziel. Bewege 1 Plündermarker von jener Einheit auf 1 andere befreundete Einheit mit der Fähigkeit Plündern innerhalb **Kurzer Reichweite** zu jener Einheit.",2021
Order: King’s Blade,Befehl: Klinge des Königs,"**Nachdem diese Einheit angegriffen worden ist:**
Durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Unser ist der Zorn!** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.",2021
Order: Lannister Supremacy,Befehl: Überlegenheit der Lennisters,"**Nachdem ein Feind einen Angriff auf diese Einheit abgeschlossen hat:**
Bestimme den Angreifer zum Ziel. Er muss 1 Panikprobe ablegen und erhält –1 auf das Ergebnis und +1 **Wunde** bei einem Fehlschlag für jede verbleibende Schlachtreihe dieser Einheit.",2021
Order: Laws of the Realm,Befehl: Gesetze des Reiches,"**Sobald ein Feind in Kurzer Reichweite angreift, bevor die Angriffswürfel geworfen werden:**
Jener Feind wird so behandelt, als hätte er –1 Schlachtreihe für die Anzahl der Angriffswürfel. Falls er nur noch 1 verbleibende Schlachtreihe hat, wird er **Verwundbar**.",2021
Order: Mark Target,Befehl: Ziel markieren,"**Zu Beginn eines befreundeten Zuges:**
Bestimme 1 Feind in Sichtlinie und innerhalb **Langer Reichweite** zum Ziel. Er wird **Verwundbar**.",2021
Order: Martial Training,Befehl: Kampfausbildung,"**Sobald diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**
Bei diesem Angriff dürfen beliebig viele Angriffswürfel neu geworfen werden und der Verteidiger wird **Verwundbar**.",2021
Order: Noble's Bolster,Befehl: Adlige Unterstützung,"**Sobald eine befreundete Kampfeinheit innerhalb Langer Reichweite einen Zustandsmarker erhalten würde:**
Sie erhält jenen Zustandsmarker nicht.",S04
Order: Overrun,Befehl: Überrennen,"**Sobald diese Einheit nachsetzt:**
Statt nachzusetzen führt diese Einheit 1 Ansturm- oder Marschaktion durch.",S04
Order: Overwatch,Befehl: Überwachen,"**Nachdem ein Feind seine Marsch- oder Manöveraktion innerhalb Langer Reichweite und in Sichtlinie zu dieser Einheit beendet hat:**
Diese Einheit führt 1 Fernkampfangriffsaktion auf diesen Feind durch.",2021
Order: Pit Fighter Rage,Befehl: Wut des Arenakämpfers,"**Sobald diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**
Der Verteidiger wird **Verwundbar**, **Panisch** und **Geschwächt**. Nachdem dieser Angriff abgeschlossen worden ist, erleidet der Angreifer 2 **Wunden**.",2021
Order: Queen’s Blade,Befehl: Klinge der Königin,"**Sobald eine befreundete R’hllor-Einheit innerhalb Kurzer Reichweite angegriffen wird, bevor die Angriffswürfel geworfen werden:**
Durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Taktikkarte **Gerechtigkeit von Haus Baratheon** und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.",2021-S02
Order: Quick Fire,Befehl: Schnellfeuer,"**Nachdem diese Einheit eine Manöver- oder Rückzugsaktion abgeschlossen hat:**
Diese Einheit führt 1 Fernkampfangriffsaktion durch.",2021
Order: Raven Flock,Befehl: Rabenschwarm,"**Sobald ein Feind innerhalb Langer Reichweite einen Angriff durchführt, bevor jener Angriff abgehandelt wird:**
Er erleidet –1 auf den Trefferwurf.",S04
Order: Ready! Aim! Release!,Befehl: Achtung! Zielen! Lösen!,"**Sobald ein Feind eine Ansturmaktion gegen diese Einheit durchführt, bevor jene Ansturmaktion abgehandelt wird:**
Falls der Ansturm gegen sie auf die Front durchgeführt wurde, führt diese Einheit 1 Fernkampfangriffsaktion auf jenen Feind durch und verwendet dabei ihren niedrigsten Angriffswürfelwert.",2021-S01
Order: Reckless Heroism,Befehl: Waghalsiger Heldenmut,"**Sobald diese Einheit eine Ansturmaktion durchführt, bevor jene Aktion abgehandelt wird:**
Diese Einheit erleidet 1W3 **Wunden**, zählt aber, als hätte sie für den Wurf der Bewegungsweite des Ansturms eine 6 gewürfelt.",2021
Order: Resilience,Befehl: Widerstandskraft,"**Sobald ein Feind einen Angriff auf diese Einheit durchführt, nachdem die Angriffswürfel geworfen worden sind:**
Diese Einheit erleidet nur 1 **Wunde** für je 2 nicht abgewehrte Treffer.",S04
Order: Scavenge,Befehl: Plündern,"**Nachdem ein Feind einen Angriff auf diese Einheit abgeschlossen hat:**
Diese Einheit erhält 1 **Plündermarker**.",2021
Order: Scout Openings,Befehl: Schwachstellen entdecken,"**Zu Beginn eines befreundeten Zuges:**
Bestimme 1 Feind innerhalb **Langer Reichweite** zum Ziel. Bis zum Ende des Zuges dürfen bei den Angriffen befreundeter Einheiten auf jenen Feind beliebig viele Angriffswürfel neu geworfen werden und sie erhalten **Präzision**.",2021
Order: Sentinel,Befehl: Bewachen,"**Nachdem eine andere befreundete Einheit innerhalb Langer Reichweite angegriffen worden ist:**
Diese Einheit führt 1 Ansturm- oder Manöveraktion durch. Falls sie eine Ansturmaktion durchführt, muss der Angreifer zum Ziel bestimmt werden.",2021
Order: Set an Example,Befehl: Ein Exempel statuieren,"**Zu Beginn eines beliebigen Zuges:**
Bestimme alle Feinde innerhalb **Kurzer Reichweite** zum Ziel. Sie werden **Panisch**. Wirf einen Würfel. Bei einer 6 vernichte Theon.",2021
Order: Set for Charge,Befehl: Speerwall,"**Sobald gegen diese Einheit ein erfolgreicher Ansturm auf die Front oder in die Flanke durchgeführt wird:**
Falls diese Einheit nicht mit einem anderen Feind im Nahkampf ist, führt sie 1 Nahkampfangriffsaktion auf den Angreifer durch, bevor er seinen Nahkampfangriff abhandelt.",2021
Order: Shield Wall,Befehl: Schildwall,"**Sobald ein Feind einen Nahkampfangriff auf diese Einheit durchführt, nachdem die Verteidigungswürfel geworfen worden sind:**
Falls diese Einheit auf die Front oder in die Flanke angegriffen wird, wehrt sie +1 Treffer für jede ihrer verbleibenden Schlachtreihen ab.",2021
Order: Shieldwall,Befehl: Schildwall,"**Sobald ein Feind einen Nahkampfangriff auf diese Einheit durchführt, nachdem die Verteidigungswürfel geworfen worden sind:**
Falls diese Einheit auf die Front oder in die Flanke angegriffen wird, wehrt sie +1 Treffer für jede ihrer verbleibenden Schlachtreihen ab.",2021
Order: Sow Discord,Befehl: Zwietracht säen,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 Feind innerhalb **Langer Reichweite** zum Ziel. Er muss 1 Moralprobe ablegen und erhält –1 auf das Ergebnis dieser Moralprobe für jede vernichtete Schlachtreihe in seiner Einheit. Bei einem Fehlschlag verliert er bis zum Ende der Runde alle Fähigkeiten.",2021
Order: Spread Fear,Befehl: Angst verbreiten,"**Sobald ein Feind, der mit dieser Einheit im Nahkampf ist, an einer Panikprobe scheitert:**
Bestimme 1 anderen Feind innerhalb **Langer Reichweite** zu dieser Einheit zum Ziel. Er muss 1 Panikprobe ablegen und erhält –1 auf das Ergebnis für jede verbleibende Schlachtreihe dieser Einheit. Bei einem Fehlschlag erleidet er +1 **Wunde**.",2021
Order: Stark Fury,Befehl: Zorn der Starks,"**Sobald diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**
Dieser Angriff erhält **Kritischer Treffer** und **Spaltschlag**. Nachdem dieser Angriff abgeschlossen worden ist, erleidet diese Einheit 2 **Wunden**, –1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021
Order: Stay At Your Posts!,Befehl: Auf dem Posten bleiben!,"**Sobald eine befreundete Einheit innerhalb Kurzer Reichweite eine Moralprobe besteht:**
Jene Einheit heilt 1 **Wunde**, +1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021-S03
Order: Strange Relics,Befehl: Seltsame Relikte,"**Sobald diese Einheit aktiviert wird:**
Diese Einheit erleidet 1 **Wunde**. Bestimme 1 Feind innerhalb **Langer Reichweite** zum Ziel. Er erhält 1 Zustandsmarker.",2021
Order: Superior Flanking,Befehl: Überlegenes Flankieren,"**Sobald eine befreundete Einheit innerhalb Langer Reichweite einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**
Falls sie den Verteidiger in die Flanke oder den Rücken angreift, wird der Verteidiger **Panisch** und **Verwundbar**.",2021
Order: Supply Aid,Befehl: Hilfslieferung,"**Zu Beginn eines befreundeten Zuges:**
Diese Einheit erleidet bis zu 3 **Wunden**. Heile 1+ ebenso viele **Wunden** von 1 anderen befreundeten Einheit innerhalb **Langer Reichweite**.",2021
Order: Swift Retreat,Befehl: Rascher Rückzug,"**Nachdem ein Feind einen Nahkampfangriff auf diese Einheit abgeschlossen hat:**
Diese Einheit führt 1 Rückzugsaktion durch.",2021
Order: Tactical Reposition,Befehl: Taktisches Umstellen,"**Zu Beginn eines feindlichen Zuges:**
Bestimme 1 befreundete Einheit innerhalb **Kurzer Reichweite** zum Ziel. Sie wird um 3 Zoll verschoben.",2021
Order: Taking a New Name,Befehl: Einen neuen Namen annehmen,"**Zu Beginn eines befreundeten Zuges:**
Vernichte diese Figur und ersetze sie durch 1 vernichtete Infanterie-Verstärkung. Jene Verstärkung erhält **Befehl: Einen neuen Namen annehmen**.
Sie zählt, als wäre sie in dieser Runde bereits verwendet worden.",2021
Order: Taunt,Befehl: Spott,"**Sobald ein Feind innerhalb Langer Reichweite aktiviert wird:**
Falls jener Feind einen Angriff oder Ansturm auf diese Einheit durchführen kann und in diesem Zug eine beliebige andere Aktion als einen Angriff oder Ansturm auf diese Einheit deklariert, wird jener Feind, bevor er jene Aktion durchführt, **Geschwächt** und **Verwundbar**.",2021-S03
Order: Thenn Supremacy,Befehl: Vormacht der Thenn,"**Nachdem ein Feind einen Angriff auf diese Einheit abgeschlossen hat:**
Bestimme den Angreifer zum Ziel. Er muss 1 Panikprobe ablegen und erhält –1 auf das Ergebnis und +1 **Wunde** bei einem Fehlschlag für jede verbleibende Schlachtreihe dieser Einheit.",2021
Order: Threaten,Befehl: Bedrohen,"**Zu Beginn eines befreundeten Zuges:**
Bestimme 1 Feind in Sichtlinie und innerhalb **Langer Reichweite** zum Ziel. Er wird **Geschwächt**.",2021-S03
Order: To The Last!,Befehl: Bis zum letzten Mann!,"**Sobald diese Einheit vernichtet werden würde:**
Diese Einheit legt 1 Moralprobe ab. Bei Bestehen wird sie nicht vernichtet, sondern verbleibt mit 1 geheilten **Wunde** im Spiel. Dann wird sie **Panisch** und **Verwundbar**.",2021
Order: Trapper's Tools,Befehl: Werkzeug der Fallensteller,"**Zu Beginn eines beliebigen Zuges:**
Bestimme 1 Feind innerhalb **Kurzer Reichweite** und in Sichtlinie zu dieser Einheit zum Ziel. Er wird **Verwundbar** oder **Geschwächt**. Falls auf dieser Einheit 2 **Plündermarker** liegen, wird er stattdessen **Verwundbar** und **Geschwächt**.",S04
Order: Trophy Collecting,Befehl: Trophäen sammeln,"**Nachdem eine Heerführer-Taktikkarte von Rasselhemd an eine befreundete Einheit angelegt wurde:**
Durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 Heerführer-Taktikkarte von Rasselhemd und lege sie an diese Einheit an. Mische danach dein Taktikdeck.",2021-S03
Order: Unsuspecting Charge,Befehl: Ungeahnter Ansturm,"**Sobald eine befreundete Einheit in Langer Reichweite aktiviert wird:**
Jene Einheit darf in diesem Zug nicht zum Ziel von feindlichen Befehlen oder Taktikkarten bestimmt werden. Sie muss in diesem Zug als Aktion einen Ansturm durchführen.",2021
Order: War Cry,Befehl: Schlachtruf,"**Zu Beginn eines befreundeten Zuges:**
Diese Einheit legt 1 Moralprobe ab. Bei Bestehen bestimme 1 Feind innerhalb **Langer Reichweite** zum Ziel. Er wird **Panisch** oder **Verwundbar**.",2021-S02
Orders of the Crown (Cortnay Penrose),Befehle der Krone,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Cortnay Fünfrosen Einheit führt 1 Manöver- oder Marschaktion durch.*",2021
Orders of the Crown (Joffrey Baratheon),Befehle der Krone,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Joffrey Baratheons Einheit führt 1 Manöver- oder Marschaktion durch.*",2021-S02
Orders of the Crown (Preston Greenfield),Befehle der Krone,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Preston Grünfelds Einheit führt 1 Manöver- oder Marschaktion durch.*",2021
