Id,Translated Name,,,Requirement,Quote,,Version
20712,"Vers Gris, Général Immaculé",,,,« Je ne fais pas la paix avec les ennemis de la reine. Je les tue. »,,2021
20713,"Vers Gris, Libéré par le Dragon",,,,« Ver Gris est le nom qu’il avait tiré au sort le jour où Daenerys du Typhon lui rendit sa liberté. »,,2021
20714,"Daenerys Targaryen, Mère des Dragons",,,,"« Je suis du sang des dragons. Si ce sont des monstres, j’en suis un aussi. »",,2021-S02
20715,"Daenerys Targaryen, Reine de Meereen",,,,"« Pourquoi les dieux font-ils des rois et des reines, si ce n’est afin de protéger ceux qu’ils ne peuvent protéger eux-mêmes ? »",,2021-S03
20716,"Daario Naharis, Mercenaire Audacieux",,,,"« Je compte comme non vécu tout jour où je n’ai aimé une femme, tué un adversaire et fait un repas fin. »",,2021
20717,"Daario Naharis, Capitaine Corbeau Tornade",,,,"« Il a une conscience d’épée-louée, c’est-à-dire aucune. »",,2021
20718,Lieutenant Corbeau Tornade,,,,,,2021
20719,"Rakharo, Sang-Coureur",,,,"« Vos désirs sont des ordres, sang de mon sang. »",,2021
20720,"Qotho, Sang-Coureur",,,*Ne peut pas être recruté dans une armée qui contient l’unité « Sang-coureurs de Drogo ».*,« Une seule vie pour le chef et ses sang-coureurs…»,,2021
20721,"Cohollo, Sang-Coureur",,,*Ne peut pas être recruté dans une armée qui contient l’unité « Sang-coureurs de Drogo ».*,"« Ils étaient pour le khal d’authentiques frères, son ombre même et ses plus farouches amis. »",,S04
20722,"Haggo, Sang-Coureur",,,*Ne peut pas être recruté dans une armée qui contient l’unité « Sang-coureurs de Drogo ».*,"« Drogo les appelait ""Sang de mon sang"", et ce n’était pas un vain mot, car ils vivaient d’une même vie. »",,2021-S01
20723,"Mirri Maz Duur, Guérisseuse Réticente",,,*Mirri ignore les restrictions d’attachement normales.*,« Vous connaissiez le prix. »,,2021
20724,"Marselen, Capitaine Immaculé",,,,« C’est leur discipline qui les rend à ce point dangereux. » - Tyrion Lannister,,2021
20725,"Skahaz Mo Kandaq, Impitoyable Ghiscari",,,,"« Le Crâne-Ras les aurait donnés en pâture à vos dragons, dit-on. »",,2021
20726,"Skahaz Mo Kandaq, Le Crâne-Ras",,,,"« Nous regretterons votre honneur de vieillard avant que la partie soit terminée. »
- Skahaz à Barristan Selmy",,2021
20727,"Marselen, Commandant des Hommes de la Mère",,,,« Les Immaculés ont quelque chose de meilleur que la force...Ils ont la discipline. »,,2021-S03
20728,Capitaine des Bêtes d'Arain,,,,,,2021
20801,"Asha Greyjoy, La Fille de la Seiche",,,,« Je suis l’héritière du corps de Balon. »,,2021-S03
20802,"Asha Greyjoy, Capitaine du Vent Noir",,,,« Il n’est pas de bataille désespérée tant qu’on ne l’a pas livrée. »,,2021-S03
20803,"Victarion Greyjoy, Le Capitaine de Fer",,,,"« Je pourrais mener la flotte de Fer jusqu’en enfer, si besoin était. »",,S04
20804,"Victarion Greyjoy, Maître du Fer Vainqueur",,,,"« Les magiciens, c’est bien joli, mais les batailles, ça se gagne avec du sang et de l’acier. »",,2021-S03
20805,Capitaine Ravageur,,,"Limité : *Votre armée peut inclure un maximum de 2 Capitaines Ravageurs. Cet Attachement ne peut aller que dans une unité Greyjoy, mais il ignore les limitations normales des Attachements.*",,,2021-S02
20806,Guerrier juré,,,,,,2021
20807,"Theon Greyjoy, Tueur des Siens",,,,"« La casaque où m’emmaillota mon père était frappée d’une seiche, pas d’un loup-garou. »",,2021-S03
20808,"Theon Greyjoy, « Prince » de Winterfell",,,,"« Le seigneur ton père avait fait de son mieux pour policer Theon, mais trop peu et trop tard, je crains. »",,2021-S03
20809,"Qarl, Champion d'Asha",,,*Cet Attachement ignore les limites normales d’Attachement lorsqu’il est ajouté à une unité qui contient Asha Greyjoy.*,"« Si l’Ombre vous a tellement plu que ça, retournez-y donc ! » – Qarl à Euron Greyjoy",,2021-S02
20810,"Qarl, Pucelle",,,,"« … pour le distinguer de Qarl Berger, de Qarl Prompte-Hache et de Qarl le Serf, mais surtout pour ses joues lisses. »",,2021-S02
20811,"Nutt, Le Barbier",,,,"« C’est bien bon, la gloire, mais l’or, c’est meilleur. »",,S04
20812,"Euron Greyjoy, Seigneur Faucheur de Pyk",,,,"« Balon était fou, Aeron est encore plus fou, et Euron est le plus fou de tous. »",,2021
20813,"Balon Greyjoy, Le Roi Seiche",,,,"« Je paie le fer-prix. Ma couronne, je la prendrai, comme le fit Urron Mainrouge voilà cinq mille ans. »",,2021-S03
20814,"Euron Greyjoy, Œil-de-Choucas",,,,"« La tornade, c’est moi, messire. La première venue comme la dernière. »",,2021-S03
20815,"Erik Forgefer, Brise-Enclumes",,,,"« Roi Erik, ouais, j’aim’ben l’son qu’ç’a, ça, moi. Allez, disez-l’vec moi : ERIK ! ERIK BRISE-ENCLUME ! ERIK ROI ! »",,2021-S03
20816,"Asha Greyjoy, « Lady Greyjoy »",,,,"« Je suis Asha de la Maison Greyjoy, ouais. Les opinions divergent sur le fait que je sois une Lady. »",,2021
20817,"Dagmer Gueule-en-Deux, Capitaine de l'Écumeur",,,,"« Ses cheveux sont blancs et ses dents sont pourries, mais il a toujours de l’appétence pour la gloire. »",,S04
20818,"Baelor Noirmarées, Capitaine de l'Oiseau de Nuit",,,,"« Balon le Faiseur de Veuves, c’est ainsi que je l’appelle. J’échangerai volontiers sa liberté pour un père. En as-tu un à donner ? »",,2021-S03
20819,"Moqorro, Esclave of R'hllor",,,,"« Le Maître de la Lumière m’a montré ta valeur, Lord Capitaine. Chaque nuit dans mes flammes j’entrevois la gloire qui t’attend. »",,2021
20820,"Baelor Noirmarées, Seigneur de Noirmarées",,,,« Lord Noirmarées prétend que ces états généraux de la royauté sont une dangereuse folie… » – Rodrick Harloi,,2021-S02
20821,"Dagmer Gueule-en-Deux, Maître d'Armes",,,,"« Les vivants devraient sourire, car les morts ne le peuvent pas. »",,2021
20822,Prophète Noyé,,,,,,2021-S03
20901,"Oberyn Martell, Prince de Dorne",,,,"« Ce type est l’infamie même, et pas uniquement grâce à sa lame empoisonnée.» – Jaime Lannister",,2021-S03
20902,"Oberyn Martell, La Vipère Rouge",,,,« Je vais tuer ça. »,,2021-S03
20903,"Areo Hotah, Capitaine de la Garde",,,"*Areo Hotah, Capitaine de la Garde ne peut être recruté que dans une armée qui comprend Doran Martell, Sire de Lancehélion.*","« C’est à mon prince qu’il appartient de donner les ordres, à Hotah d’y obéir aveuglément. »",,2021
20905,"Areo Hotah, Solide et Fidèle",,,,« Servir. Protéger. Obéir. Des serments simples pour des hommes simples. »,,2021
20906,Capitaine Derviche,,,,,,2021
20907,Capitaine Lancier,,,,,,2021-S03
20908,Lord Dornien,,,,,,2021
20909,"Obara Sand, Sœur Aînée",,,,"« Rendez-moi ma pique, mon oncle. »",,2021
20910,"Obara Sand, Aspic des Sables",,,,« Elle est sans trêve à la poursuite de quelque chose qu’elle ne réussit jamais à attraper. » – Areo Hotah,,2021
20911,"Nymeria Sand, Aspic des Sables",,,,"« Cela finira dans le sang, comme cela a commencé. »",,2021
20912,"Elia Sand, Aspic des Sables",,,,« Et les ladies ne joutent pas. » « Moi si. Je suis Lady Lance. » – Garibald et Elia Sand.,,2021
20913,"Harmen Uller, Émissaire Dornien",,,,"« Dorne se résume à du sable et à des scorpions, et de sinistres montagnes rouges qui cuisent au soleil. » – Reznak mo Reznak",,2021
20914,"Harmen Uller, Lord Sire de Denfert",,,,« C’est à Denfert que je couronnerai Myrcella et que je lèverai mes bannières. » – Arianne Martell,,2021-S03
20915,"Arys du Rouvre, Le Chevalier Blanc",,,,"« Arys, mon chéri, mon blanc chevalier, qu’est-ce qui vous a pris d’agir de la sorte ? » – Arianne Martell",,2021
20916,"Quentyn Martell, Prince de Dorne",,,*Quentyn Martell ignore toutes les restrictions normales d’Attachement.*,« Ce sera ma grande aventure. »,,2021-S02
20917,"Gerold Dayne, Chevalier de Haut Hermitage",,,,« Je suis homme de la nuit. »,,2021
20918,"Edric Dayne, Sire des Météores",,,*Edric Dayne ignore toutes les restrictions normales d’Attachement.*,Un jeune garçon poli.,,2021
20919,"Daemon Sand, Le Bâtard de Gracedieu",,,,« L’homme était aussi suffisant qu’il était beau. » – Arianne Martell,,2021
20920,"Daemon Sand, Chevalier Vindicatif",,,,"« De tous les chevaliers de Dorne, pourquoi mon père a-t-il choisi celui-là pour être mon protecteur ? » – Arianne Martell",,2021
20921,"Gerold Dayne, Sombre Astre",,,,« J’ai été sevré du venin. »,,2021
20922,Sentinelle de Haut Hermitage,,,,,,2021
21001,"Ramsay Snow, Héritier Fielleux",,,,"« Snow, m’appelait ma femme avant de se ronger les doigts, mais je dis Bolton. »",,2021
21002,"Roose Bolton, Seigneur de Fort Terreur",,,,« C’est la peur qui garde l’homme en vie dans ce monde de traîtrise et de cautèle. »,,2021
21003,"Ramsay Snow, Le Sadique",,,,"« Lord Bolton, y disait qu’un type à poil ç’a peu d’ secrets, mais qu’sans peau c’en a pus du tout. »",,2021
21004,"Theon Greyjoy, Schlingue",,,"*Ne peut être recruté que dans une armée qui comprend Ramsay Snow et doit être rattaché à l’unité de ce dernier, en ignorant toutes les restrictions normales d’Attachement.*","« Je ne suis pas lui, je ne suis pas le tourne-casaque, il a péri à Winterfell. Mon nom est Schlingue. »",,2021-S01
21005,Capitaine de Fort Terreur,,,,,,2021
21006,Écorcheur Bolton,,,,,,2021
21007,"Ben-Les-Os, Maître Piqueux",,,*Réduisez le coût de cet Attachement de 1 s’il est attaché à une unité de Filles du Bâtard.*,"« Si leur traque lui procure du plaisir, il pourrait gratifier de leurs noms sa prochaine portée de chiennes. »",,2021
21008,"Damon Danse-Pour-Moi, Gars du Bâtard",,,*Le premier Attachement Gars du Bâtard recruté dans votre armée est gratuit.*,"« Lord Ramsay a l’intention de te découper les lèvres, quand tout ceci sera fini. »",,2021
21009,"Grogne, Gars du Bâtard",,,*Le premier Attachement Gars du Bâtard recruté dans votre armée est gratuit.*,« Aucune douleur qu’avait jamais ressentie Theon n’approchait de celle que l’Écorcheur savait conjurer avec un petit couteau à dépecer »,,2021
21010,"L'Écorcheur, Gars du Bâtard",,,*Le premier Attachement Gars du Bâtard recruté dans votre armée est gratuit.*,"« Grogne n’avait pas de langue et Alyn le Rogue pas de tête, aimait à répéter Lord Ramsay. »",,2021
21011,"Alyn le Rogue, Gars du Bâtard",,,*Le premier Attachement Gars du Bâtard recruté dans votre armée est gratuit.*,"« Grogne n’avait pas de langue et Alyn le Rogue pas de tête, aimait à répéter Lord Ramsay. »",,2021
21012,"Walton, Jarret d'Acier, Soldat Impitoyable",,,,"« Abrupt, brusque et brutal, simple soldat jusqu’au trognon. »",,2021
21013,"Walton, Jarret d'Acier, Capitaine de la Garde",,,,« Alias Jarret d’Acier. Un soldat d’une loyauté à toute épreuve. »,,2021
20119,"Jaime Lannister, Otage Mutilé",,,"*Avant le Déploiement, attachez Jaime à une unité d’Infanterie ennemie en ignorant les restrictions normales d’Attachement.*",« Ce qu’ils lui ont fait est d’une cruauté sans nom. »,,2021
20122,Félon,,,"*Après le Déploiement, attachez cette figurine à une Unité d’Infanterie ennemie, en ignorant les limites normales d’Attachement.*",,,2021
20221,"Jaqen H'ghar, Prisonnier Mystérieux",,,"*Ne peut être recruté que dans une armée qui comprend Arya Stark. Avant le déploiement, attachez Jaqen à une unité d’Infanterie ennemie, en ignorant les restrictions d’attachement normales.*","« Dis les noms, et un homme fera le reste. »",,2021
20327,"Mance Rayder, Abel le Barde",,,"*Avant le déploiement, attachez Mance à une unité d’Infanterie ennemie, en ignorant les restrictions d’attachement normales.*",« Je connais toutes les chansons paillardes jamais composées tant au nord qu’au sud du Mur. »,,2021
20330,Aigle de Varamyr,,,*Cette figurine n’est utilisée qu’avec laCapacité Maître Change-Peau de Varamyr.*,,,2021
