Id,Translated Name,,,Requirement,Quote,,Version
20637,"Guyard Morrigen, Guyard der Grüne",,,"Loyalität: **RENLY BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.* / *Darf nicht in einer Armee aufgestellt werden, die die Einheit Regenbogengarde enthält.*","Er wünschte sich nichts mehr, als Kommandant der Vorhut zu sein.",,2021
20701,"Khal Drogo, Der große Khal",,,,„Die Dothraki folgen nur den Starken.“,,2021-S02
20702,"Jorah Mormont, Taktiker aus Westeros",,,,"„Ich schwöre, dass ich Euch dienen will, dass ich Euch folgen will, dass ich gar für Euch sterben will, sollte es das Schicksal fordern.“",,2021
20703,"Jorah Mormont, Der verbannte Ritter",,,,"„Ich tat Dinge, für die ich mich heute schäme … Am Ende verlor ich alles.“",,2021-S03
20704,Ko der Schreier,,,*Darf nur Targaryen-Einheiten verstärken.*,,,2021
20705,Ko der Vorreiter,,,*Darf nur Targaryen-Einheiten verstärken.*,,,2021
20706,Offizier der Unbefleckten,,,,,,2021-S02
20707,"Barristan Selmy, Der Kühne",,,,"„Ich bin ein Ritter, und als Ritter will ich sterben.“",,2021-S02
20708,"Belwas, Erfahrener Arenakämpfer",,,,"„Ein schlechter Kampf, aber ein guter Tod. Der Starke Belwas mag es nicht, wenn sie schreien.“",,S04
20709,"Jorah Mormont, Reumütiger Verräter",,,"*Jorah darf nur eine Einheit verstärken, die Daenerys Targaryen enthält. Ignoriere die üblichen Verstärkungsbeschränkungen.*","„Er hat mich belogen, hat mich ausspioniert, aber er hat mich auch geliebt, und er hat mir stets weisen Rat gegeben.“ – Daenerys Targaryen",,2021-S03
20710,"Jorah Mormont, Der Andale",,,,"„In jedem Mann steckt ein wildes Tier, und wenn Ihr einem Mann ein Schwert oder einen Speer in die Hand drückt und ihn in den Krieg schickt, regt sich dieses Tier in ihm.“",,2021-S03
20711,"Belwas, Der Starke",,,,"„Ich gestatte jedem Mann einen Schnitt, bevor ich ihn töte. Zählt die Schnitte, und Ihr wisst, wie viele der Starke Belwas schon erschlagen hat.“",,2021-S03
20712,"Grauer Wurm, Heerführer der Unbefleckten",,,,"„Ich schließe nicht Frieden mit den Feinden der Königin, ich töte die Feinde der Königin.“",,2021
20713,"Grauer Wurm, Vom Drachen befreit",,,,"„Den Namen Grauer Wurm hingegen trug dieser hier an dem Tag, an dem Daenerys Sturmtochter ihn in die Freiheit entließ.“",,2021
20714,"Daenerys Targaryen, Mutter der Drachen",,,,"„Ich bin das Blut des Drachen. Und wenn sie Ungeheuer sind, dann bin ich auch ein Ungeheuer.“",,2021-S02
20715,"Daenerys Targaryen, Königin von Meereen",,,,"„Wozu machen die Götter Menschen zu Königen und Königinnen, wenn nicht, um diejenigen zu beschützen, die sich nicht wehren können?“",,2021-S03
20716,"Daario Naharis, Rücksichtsloser Söldner",,,,"„Für mich gilt ein Tag nicht als richtig gelebt, wenn ich nicht eine Frau geliebt, einen Feind getötet und ein gutes Mahl genossen habe.“",,2021
20717,"Daario Naharis, Hauptmann der Sturmkrähen",,,,"„Er hat das Gewissen eines Söldners, also gar keins.“ – Daenerys Targaryen",,2021
20718,Leutnant der Sturmkrähen,,,,,,2021
20719,"Rakharo, Blutreiter",,,,"„So soll es sein, Blut von meinem Blut.“",,2021
20720,"Qotho, Blutreiter",,,"*Darf nicht in einer Armee aufgestellt werden, die die Einheit „Drogos Blutreiter“ enthält.*","„Die Dothraki sagen, ein Mann und seine Blutreiter teilten ihr Leben ...“ –Ser Jorah Mormont",,2021
20721,"Cohollo, Blutreiter",,,"*Darf nicht in einer Armee aufgestellt werden, die die Einheit „Drogos Blutreiter“ enthält.*","Sie seien die Brüder des Khal, seine Schatten, seine wildesten Freunde.",,S04
20722,"Haggo, Blutreiter",,,"*Darf nicht in einer Armee aufgestellt werden, die die Einheit „Drogos Blutreiter“ enthält.*","„Blut von meinem Blut“, nannte Drogo sie, und das waren sie auch. Sie teilten dasselbe Leben.",,2021-S01
20723,"Mirri Maz Duur, Verbitterte Heilerin",,,*Ignoriere die üblichen Verstärkungsbeschränkungen.*,„Ihr kanntet den Preis.“,,2021
20724,"Marselen, Hauptmann der Unbefleckten",,,,"„Ihre Disziplin macht sie gefährlich …“ 
– Tyrion Lennister",,2021
20725,"Skahaz Mo Kandaq, Unbarmherziger Ghiscari",,,,"„Der Schurschädel würde sie lieber an
Eure Drachen verfüttern, heißt es.“
– Galazza Galare",,2021
20726,"Skahaz Mo Kandaq, Der Schurschädel",,,,"„Obwohl wir Eure Altmännerehre bereuen werden,
ehe dieses Spiel vorüber ist, glaube ich.“
– Skahaz zu Barristan Selmy",,2021
20727,"Marselen, Heerführer der Männer der Mutter",,,,„Die Unbefleckten besitzen etwas Besseres als Kraft ... Sie besitzen Disziplin.“ – Kraznys mo Nakloz,,2021-S03
20728,Hauptmann der Messingtiere,,,,,,2021
20801,"Asha Graufreud, Die Tochter des Kraken",,,,„Schließlich bin ich Balons leiblicher Erbe.“,,2021-S03
20802,"Asha Graufreud, Kapitänin der Schwarzer Wind",,,,"„Kein Kampf ist hoffnungslos, ehe er ausgetragen wurde.“",,2021-S03
20803,"Victarion Graufreud, Der Eiserne Kapitän",,,,"„Ich könnte mit der Eisernen Flotte in die Hölle segeln, wenn es sein müsste.“",,S04
20804,"Victarion Graufreud, Kapitän der Eiserner Sieg",,,,"„Zauberer sind gut und schön, Kriege hingegen gewinnt man mit Blut und Stahl.“",,2021-S03
20805,Hauptmann der Plünderer,,,*Deine Armee darf maximal 2 Hauptmänner der Plünderer enthalten. Darf nur Graufreud-Einheiten verstärken. Ignoriere die üblichen Verstärkungsbeschränkungen.*,,,2021-S02
20806,Kriegsgeschworener,,,,,,2021
20807,"Theon Graufreud, Sippenmörder",,,,"„Der Mantel, in den mein Vater mich gehüllt hat, trug einen Kraken, keinen Schattenwolf.“",,2021-S03
20808,"Theon Graufreud, „Prinz“ von Winterfell",,,,"„Euer Hoher Vater hat getan, was er konnte, um Theon ein bisschen Sanftmut beizubringen, aber ich fürchte, es war zu wenig oder es kam zu spät.“ – Maester Luwin",,2021-S03
20809,"Qarl, Ashas Recke",,,"*Diese Verstärkung ignoriert die üblichen Verstärkungs-Beschränkungen, wenn sie an eine Einheit angelegt wird, die Asha Graufreud enthält.*","„Wenn Euch der Schatten so gut gefallen hat, geht doch wieder dorthin zurück.“ – Qarl zu Euron Graufreud",,2021-S02
20810,"Qarl, Die Jungfrau",,,,"... einerseits, um ihn von Qarl dem Hirten, Qarl Flinkaxt und Qarl dem Hörigen zu unterscheiden, aber vor allem wegen seiner glatten Wangen.",,2021-S02
20811,"Nut, Der Barbier",,,,"„Ruhm ist gut, Gold ist besser.“",,S04
20812,"Euron Graufreud, Lord Schnitter von Peik",,,,"„Balon war wahnsinnig, Aeron ist wahnsinniger, und Euron ist mit Abstand der Wahnsinnigste.“ – Victarion Graufreud",,2021
20813,"Balon Graufreud, Der Krakenkönig",,,,"„Ich zahle den eisernen Preis. Ich nehme mir meine Krone, wie es Urron Rothand vor fünftausend Jahren tat.“",,2021-S03
20814,"Euron Graufreud, Krähenauge",,,,"„Ich bin der Sturm, Mylord. Der erste Sturm und der letzte.“",,2021-S03
20815,"Erik Eisenmacher, Ambossbrecher",,,,"„König Erik, ja, es gefällt mir, wie das klingt. Kommt und sagt es mit mir: ERIK! ERIK AMBOSSBRECHER! ERIK KÖNIG!“",,2021-S03
20816,"Asha Graufreud, „Lady Graufreud“",,,,"„Ich bin Asha aus dem Hause Graufreud, ja. Die Meinungen darüber, ob ich eine Lady bin, gehen allerdings auseinander.“",,2021
20817,"Dagmer Spaltkinn, Kapitän der Gischttrinker",,,,"Sein Haar ist weiß, seine Zähne sind verfault, aber für den Ruhm ist er noch immer zu haben.",,S04
20818,"Baelor Schwarzfluth, Kapitän der Nachtflieger",,,,„Nennt ihn Balon den Witwenmacher. Ich würde seine Freiheit gern gegen einen Vater tauschen. Könnt Ihr mir einen geben?“,,2021-S03
20819,"Moqorro, Sklave von R’hllor",,,,"„Der Herr des Lichts hat mir Euren Wert gezeigt, Lord Kapitän. Jede Nacht kann ich in meinen Feuern den Ruhm sehen, der Euch erwartet.“",,2021
20820,"Baelor Schwarzfluth, Lord von Schwarzfluth",,,,„Lord Schwarzfluth hält dieses Königsthing für eine gefährliche Torheit.“ – Rodrik Harlau,,2021-S02
20821,"Dagmer Spaltkinn, Waffenmeister",,,,"„Die Lebenden sollten lächeln, denn die Toten können es nicht mehr.“",,2021
20822,Prophet der Ertrunkenen,,,,,,2021-S03
20823,Held vom Meer der Abenddämmerung,,,,,,2021
20901,"Oberyn Martell, Prinz von Dorne",,,,"„Der Mann ist berüchtigt, und nicht nur dafür, sein Schwert zu vergiften.“ – Jaime Lennister",,2021-S03
20902,"Oberyn Martell, Die Rote Viper",,,,„Das da werde ich töten.“,,2021-S03
20903,"Areo Hotah, Hauptmann der Wache",,,"*Areo Hotah, Hauptmann der Wache, darf nur in einer Armee aufgestellt werden, die Doran Martell, Lord von Sonnspeer, enthält.*","„Mein Fürst befiehlt, und Hotah gehorcht.“",,2021
20905,"Areo Hotah, Pflichtbewusster Riese",,,,Diene. Gehorche. Beschütze. EinfacheGelübde für einfache Männer.,,2021
20906,Hauptmann der Derwische,,,,,,2021
20907,Hauptmann der Speerträger,,,,,,2021-S03
20908,Speerlord,,,,,,2021
20909,"Obara Sand, Älteste Schwester",,,,"„Gebt mir meinen Speer zurück, Onkel.“",,2021
20910,"Obara Sand, Sandschlange",,,,"„Sie jagt etwas hinterher, das sie niemals erreichen wird.“ – Areo Hotah",,2021
20911,"Nymeria Sand, Sandschlange",,,,"„Es endet mit Blut, so wie es mit Blut begonnen hat.“",,2021
20912,"Elia Sand, Sandschlange",,,,„Ladys nehmen nicht an Turnieren teil.“„Ich nehme an Turnieren teil. Ich bin Lady Lanze.“ – Garibald und Elia Sand,,2021
20913,"Harmen Uller, Dornischer Gesandter",,,,"„Dorne besteht aus Sand und Skorpionen und kahlen roten Bergen, die in der Sonne glühen.“ – Reznak mo Reznak",,2021
20914,"Harmen Uller, Lord von Höllhain",,,,„Ich werde Myrcella in Höllhain krönen und dort meine Banner aufstellen.“ – Arianne Martell,,2021-S03
20915,"Arys Eichenherz, Der weisse Ritter",,,,"„Arys, mein Süßer, mein weißer Ritter, warum hast du das nur getan?“ – Arianne Martell",,2021
20916,"Quentyn Martell, Prinz von Dorne",,,*Ignoriere die üblichen Verstärkungsbeschränkungen.*,„Dies wird mein großes Abenteuer.“,,2021-S02
20917,"Gerold Dayn, Ritter von Hochklause",,,,„Ich gehöre der Nacht.“,,2021
20918,"Edric Dayn, Lord von Sternfall",,,*Ignoriere die üblichen Verstärkungsbeschränkungen.*,Ein höflicher junger Bursche.,,2021
20919,"Daemon Sand, Bastard von Göttergnad",,,,„Der Mann war so selbstgefällig wie hübsch.“ – Arianne Martell,,2021
20920,"Daemon Sand, Rachsüchtiger Ritter",,,,„Warum hat mein Vater von allen Rittern in Dorne diesen hier zu meinem Schutz bestimmt?“ – Arianne Martell,,2021
20921,"Gerold Dayn, Dunkelstern",,,,„Ich wurde mit Gift von der Mutterbrust entwöhnt.“,,2021
20922,Wache von Hochklause,,,,,,2021
21001,"Ramsay Schnee, Gehässiger Erbe",,,,"„Schnee hat mich mein Weib genannt, bevor sie ihre eigenen Finger gefressen hat, aber ich sage Bolton.“",,2021
21002,"Roose Bolton, Lord von Grauenstein",,,,"„Furcht ist es, was einen Mann in dieser Welt des Verrats und des Betrugs am Leben erhält.“",,2021
21003,"Ramsay Schnee, Sadist",,,,"„... ein nackter Mann hat wenig Geheimnisse, aber ein gehäuteter Mann hat gar keine mehr.“",,2021
21004,"Theon Graufreud, Stinker",,,"*Darf nur in einer Armee aufgestellt werden, die Ramsay Schnee enthält, und muss seine Einheit verstärken. Ignoriere die üblichen Verstärkungsbeschränkungen.*","„Ich bin nicht er, bin nicht der Abtrünnige, er ist in Winterfell gestorben. Mein Name ist Stinker.“",,2021-S01
21005,Hauptmann von Grauenstein,,,,,,2021
21006,Schinder von Haus Bolton,,,,,,2021
21007,"Ben Knochen, Hundeführer",,,"*Senke die Kosten dieser Verstärkung um 1, falls sie eine Mädchen-des-Bastards-Einheit verstärkt.*","„Wenn sie ihm eine gute Jagd liefern, benennt
er vielleicht die Hündinnen in seinem nächsten
Wurf nach ihnen.“ – Theon Graufreud",,2021
21008,"Damon Tanz-für-mich, Bursche des Bastards",,,"*Die erste Bursche-des-Bastards-Verstärkung, die du deiner Armee hinzufügst, ist kostenlos.*","„Lord Ramsay hat vor, dir die Lippen abzuschneiden, wenn das alles hier vorbei ist.“",,2021
21009,"Häuter, Bursche des Bastards",,,"*Die erste Bursche-des-Bastards-Verstärkung, die du deiner Armee hinzufügst, ist kostenlos.*","Kein Schmerz, den Theon je erlebt hatte, kam auch nur in die Nähe dessen, was Häuter mit seinem kleinen Flensmesser anrichten konnte.",,2021
21010,"Grunzer, Bursche des Bastards",,,"*Die erste Bursche-des-Bastards-Verstärkung, die du deiner Armee hinzufügst, ist kostenlos.*","Grunzer hatte keine Zunge, und der Saure Alyn hatte keinen Verstand, sagte Lord Ramsay immer.",,2021
21011,"Saurer Alyn, Bursche des Bastards",,,"*Die erste Bursche-des-Bastards-Verstärkung, die du deiner Armee hinzufügst, ist kostenlos.*","Grunzer hatte keine Zunge, und der Saure Alyn hatte keinen Verstand, sagte Lord Ramsay immer.",,2021
21012,"Stahlbein Walton, Erbarmungsloser Soldat",,,,"… er war unverblümt, schroff und brutal, im Herzen ein einfacher Soldat.",,2021
21013,"Stahlbein Walton, Hauptmann der Wache",,,,„Stahlbein nennt man ihn. Ein Soldat von eiserner Treue.“ – Roose Bolton,,2021
20119,"Jaime Lennister, Verstümmelte GeIsel",,,*Verstärke vor der Aufstellung eine feindliche Infanterie-Einheit mit Jaime. Ignoriere die üblichen Verstärkungsbeschränkungen.*,"Was sie ihm antaten, war unsagbar grausam.",,2021
20122,Verräter,,,*Verstärke nach der Aufstellung eine feindliche Infanterie-Einheit mit dieser Figur. Ignoriere die üblichen Verstärkungsbeschränkungen.*,,,2021
20221,"Jaqen H’ghar, Geheimnisvoller Gefangener",,,"*Darf nur in einer Armee aufgestellt werden, die Arya Stark enthält. Verstärke vor der Aufstellung eine feindliche Infanterie-Einheit mit Jaqen. Ignoriere die üblichen Verstärkungsbeschränkungen.*","„Sag die Namen, und der Mann wird den Rest erledigen.“",,2021
20327,"Manke Rayder, Abel der Barde",,,*Verstärke vor der Aufstellung eine feindlicheInfanterie-Einheit mit Manke. Ignoriere dieüblichen Verstärkungsbeschränkungen.*,"„Ich kenne alle schmutzigen Lieder,die je gesungen wurden, ob südlichoder nördlich der Mauer.“",,2021
20330,Varamyrs Adler,,,*Diese Figur kann nur durch die Fähigkeit „Meisterhafter Leibwechsler“ einer Armee hinzugefügt werden.*,,,2021
