Id,Deck,Name,Text,Version
40301,Freies Volk Basisdeck,Rückzug und Neuformierung,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 2 befreundete Infanterie-Einheiten innerhalb **Langer Reichweite** zueinander zum Ziel. Entferne bis zu 4 Figuren von 1 dieser Einheiten. Heile ebenso viele **Wunden** der anderen Einheit.

Du darfst dann 1 Verstärkung von 1 dieser Einheiten zu der anderen bewegen *(ersetze wie gewohnt eine Figur in jener Einheit und achte auf die üblichen Verstärkungsbeschränkungen)* oder tausche 2 befreundete Verstärkungen jener Einheiten.",2021
40302,Freies Volk Basisdeck,Koordinationstaktik,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 2 befreundete Infanterie-Einheiten innerhalb **Kurzer Reichweite** zueinander zum Ziel.

Beide Einheiten erhalten bis zum Ende des Zuges alle nicht-angeborenen Fähigkeiten der anderen Einheit.

Du darfst sofort 1 nicht verwendeten „Zu Beginn eines Zuges“-Befehl einer jener Einheiten auslösen.",2021-S02
40303,Freies Volk Basisdeck,Es sind zu viele!,"**Sobald ein Feind eine Panikprobe ablegt, bevor die Würfel geworfen werden:**

Jener Feind erleidet –1 auf das Ergebnis der Panikprobe für jede deiner befreundeten Einheiten innerhalb **Kurzer Reichweite**, aber maximal bis zu 3.",2021-S02
40304,Freies Volk Basisdeck,Umgehungstaktik,"**Nachdem ein Feind
einen Nahkampfangriff
abgeschlossen hat:**

Bestimme 1 andere befreundete
Einheit innerhalb **Langer Reichweite**
zum Verteidiger zum Ziel. Sie
führt 1 Manöveraktion durch.",2021
40305,Freies Volk Basisdeck,Übermächtiger Angriff,"**Sobald eine befreundete Einheit einen
Nahkampfangriff durchführt, bevor
die Angriffswürfel geworfen werden:**

Für jede befreundete Einheit, die
mit dem Verteidiger im Nahkampf
ist, wähle 1 der folgenden Effekte:

• Bei diesem Angriff dürfen
beliebig viele Angriffswürfel
neu geworfen werden.

• Dieser Angriff erhält **Kritischer Treffer**.

• Dieser Angriff erhält **Spaltschlag**.",2021
40306,Freies Volk Basisdeck,Umzingelt und ungeschützt,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 feindliche Einheit
zum Ziel. Für jede deiner
befreundeten Einheiten innerhalb
**Kurzer Reichweite** zu jenem
Feind außer der vordersten erhält
jener Feind 1 Zustandsmarker.",2021
40307,Freies Volk Basisdeck,Die Endlose Horde,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Infanterie-
Einheit zum Ziel und lege diese Karte
bis zum Ende der Partie an jene Einheit
an. Sobald diese Einheit vernichtet
wird, stelle 1 „Räuber des Freien Volkes“-Einheit mit 1 Verstärkung „Anführer des Raubzugs“ vollständig und nicht aktiviert innerhalb **Langer Reichweite** zu einem befreundeten Aufstellungsrand auf.",2021-S02
40308,Tormund Riesentod,Angriffsrausch,"**Sobald eine befreundete Einheit eine
Ansturmaktion durchführt, bevor
die Würfel für die Bewegungsweite
des Ansturms geworfen werden:**

Die Würfe für die Bewegungsweite
des Ansturms dieser Einheit zählen
automatisch, als hättest du eine 6
gewürfelt, und ihre Nahkampfangriffe
erhalten **Kritischer Treffer**.

Nachdem dieser Angriff abgeschlossen
worden ist, wird der Angreifer
**Verwundbar**, es sei denn, der
Angreifer ist Tormunds Einheit.",2021
40309,Tormund Riesentod,Gegenschlag,"**Nachdem ein Feind
einen Nahkampfangriff
abgeschlossen hat:**

Bestimme 1 befreundete
Kampfeinheit außer den
Verteidiger zum Ziel. Sie führt
1 Angriffs- oder Ansturmaktion
auf den Angreifer durch.

Falls diese Karte Tormunds Einheit
zum Ziel hat, darf sie beliebig viele
Angriffswürfel und alle Würfel für
die Bewegungsweite des Ansturms
für diese Aktion neu werfen.",2021
40310,Tormund Riesentod,Vernichtender Zusammenstoß,"**Sobald eine befreundete Einheit eine Ansturmaktion durchführt, nachdem die Würfel für die Bewegungsweite des Ansturms geworfen worden sind:**

Feinde, gegen die diese Einheit einen erfolgreichen Ansturm durchgeführt hat, werden **Panisch** und **Verwundbar**.
Falls diese Karte Tormund Riesentods Einheit zum Ziel hat, darf diese Einheit alle Würfel für die Bewegungsweite des Ansturms neu werfen.",2021-S03
40311,Manke Rayder,Wildlingsdiplomatie,"**Sobald eine feindliche zivile
Einheit aktiviert wird:**

Falls jene zivile Einheit in diesem
Zug eine Zone auf der Taktiktafel
beansprucht, bevor oder nachdem
der Effekt jener Zone abgehandelt
wird, bestimme 1 feindliche
Kampfeinheit zum Ziel. Sie erhält
1 Zustandsmarker. Bestimme dann
1 feindliche Kampfeinheit zum
Ziel. Sie erleidet 1W3+1 **Wunden**.",2021
40312,Manke Rayder,Vorhersehbare Manöver,"**Zu Beginn eines feindlichen Zuges:**

Bestimme 1 feindliche
Kampfeinheit und 1 feindliche
zivile Einheit zum Ziel.

Falls eine der beiden Einheiten
in diesem Zug eine Aktion
durchführt, bevor sie jene Aktion
abhandelt, führt 1 befreundete
Kampfeinheit 1 Angriffs-, Manöver oder
Rückzugsaktion durch.",2021
40313,Manke Rayder,Langfristiger Plan,"**Am Ende eines beliebigen Zuges,
falls ein Gegner [LETTER] kontrolliert:**

Durchsuche dein Taktikdeck nach 1 beliebigen
Taktikkarte und füge sie deiner Hand
hinzu. Mische danach dein Taktikdeck. /
**Am Ende der Runde:**

Durchsuche dein Taktikdeck nach 1 beliebigen
Taktikkarte und füge sie deiner Hand
hinzu. Mische danach dein Taktikdeck./
**Am Ende eines beliebigen Zuges:**

Ziehe 1 Taktikkarte.",2021
40314,Rasselhemd,Blutige Trophäen,"**Nachdem eine befreundete Einheit
einen Nahkampfangriff abgeschlossen
hat, falls sie eine feindliche
Schlachtreihe vernichtet hat:**

Lege diese Karte an 1 befreundete
Infanterie- oder Kavallerie-Einheit
innerhalb **Kurzer Reichweite** zum
Angreifer an. Alle Feinde, die mit ihr
im Nahkampf sind, werden **Panisch**.

Sobald ein Feind eine Aktion
durchführt, solange er mit dieser
Einheit im Nahkampf ist, bevor
jene Aktion abgehandelt wird,
wird jener Feind **Panisch**.",2021
40315,Rasselhemd,Waffentrophäen,"**Nachdem eine befreundete Einheit
einen Nahkampfangriff abgeschlossen
hat, falls sie eine feindliche
Schlachtreihe vernichtet hat:**

Lege diese Karte an 1 befreundete
Infanterie- oder Kavallerie-
Einheit innerhalb **Kurzer
Reichweite** zum Angreifer an.

Solange diese Karte an dieser
Einheit anliegt, erhalten
ihre Nahkampfangriffe
+1 auf den Trefferwurf.",2021
40316,Rasselhemd,Rüstungstrophäen,"**Nachdem eine befreundete Einheit
einen Nahkampfangriff abgeschlossen
hat, falls sie eine feindliche
Schlachtreihe vernichtet hat:**

Lege diese Karte an 1 befreundete
Infanterie- oder Kavallerie-
Einheit innerhalb **Kurzer
Reichweite** zum Angreifer an.

Solange diese Karte an dieser
Einheit anliegt, erhält sie +1 auf das
Ergebnis von Verteidigungswürfen.",2021
40317,Harma,Überfalltaktik,"**Nachdem eine befreundete Einheit einen Nahkampfangriff abgeschlossen hat:**

Diese Einheit führt 1 Rückzugsaktion durch. 
Falls diese Karte Harmas Einheit zum Ziel hat, wird jeder Feind, aus dessen Nahkampf sie sich löst, **Geschwächt**.",2021-S03
40318,Harma,Täuschungsmanöver,"**Sobald eine befreundete
Einheit einen erfolgreichen
Ansturm durchführt:**

Falls sie die Front des Feindes
berührt, lege das Bewegungstableau
dieser Einheit stattdessen an eine
beliebige Flanke jenes Feindes an.

Falls sie eine Flanke des Feindes
berührt, lege das Bewegungstableau
dieser Einheit stattdessen an
den Rücken jenes Feindes an.",2021
40319,Harma,Rasche Neuaufstellung,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete
Kampfeinheit zum Ziel. Sie
wird um 2 Zoll verschoben.

Falls diese Karte Harmas
Einheit zum Ziel hat, führt
jene Einheit stattdessen eine
Manöveraktion durch, bei der
sie sich 3 Zoll bewegen darf.",2021
40320,Der Weiner,Grausame Methoden,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 feindliche Kampfeinheit
zum Ziel. Du darfst
1 **Panisch**-Marker von jener
Einheit ausgeben. Falls du das tust,
wähle 2 der folgenden Effekte:

• 1 befreundete Infanterie-Einheit
innerhalb **Langer Reichweite**
heilt 2 **Wunden**. *(Dieser Effekt
darf mehrfach gewählt werden.)*

• Jener Feind wird **Verwundbar**.

• Jener Feind wird **Geschwächt**.",2021
40321,Der Weiner,Der Preis des Versagens,"**Sobald eine befreundete Einheit einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**

Alle Ergebnisse des Angriffswurfs dieses Angriffs sind automatische Treffer. Nachdem dieser Angriff abgeschlossen worden ist, falls der Verteidiger nicht vernichtet wurde, wird der Angreifer **Panisch** und **Verwundbar**.",2021-S03
40322,Der Weiner,Unbarmherzige Beispiele,"**Nachdem eine befreundete Einheit einen
Nahkampfangriff abgeschlossen hat:**

Falls dieser Angriff eine feindliche Schlachtreihe
vernichtet hat, bestimme 1 anderen Feind
innerhalb **Langer Reichweite** zu jenem Feind
zum Ziel. Er wird **Panisch**. Falls dieser Angriff
den Feind vernichtet hat, platziere zudem
1 Leichenhaufen mit den folgenden Schlüsselwörtern
vollständig innerhalb **Kurzer Reichweite**
und nicht auf anderen Geländeteilen:

• **Einschränkend**

• **Zur Erinnerung:** Feinde erleiden –1 auf das
Ergebnis von Moralproben und +1 **Wunde**,
wenn sie an einer Panikprobe scheitern,
solange sie innerhalb **Kurzer Reichweite** sind.",2021
40323,Styr,Letzter Hieb,"**Nachdem ein Feind einen Nahkampfangriff abgeschlossen hat:** 

Für jede **Wunde**, die der Verteidiger erlitten hat, erleidet der Angreifer 1 Treffer.

Falls du [CROWN] kontrollierst, erleidet der Angreifer gegen diese Treffer –1 auf das Ergebnis der Verteidigungswürfe.",2021-S01
40324,Styr,Starrsinn der Thenn,"**Sobald eine befreundete Einheit
eine Panikprobe ablegt, nachdem
die Würfel geworfen worden sind:**

Jene Einheit darf beliebig viele Würfel
für diese Probe neu werfen. Falls sie
innerhalb **Kurzer Reichweite** zu Styr
ist, besteht sie diese Probe stattdessen.

Falls diese Karte Styrs Einheit zum
Ziel hat, bestimme 1 Feind zum
Ziel, der mit ihr im Nahkampf
ist. Er erleidet 1 **Wunde**,
+1 **Wunde** für jede vernichtete
Schlachtreihe dieser Einheit.",2021
40325,Styr,Styrs Rache,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Kampfeinheit
zum Ziel und lege diese Karte bis zum
Ende der Partie an sie an. Sobald eine
befreundete Einheit vernichtet wird,
lege 1 **Befehlsmarker** auf diese Karte.

Solange auf dieser Karte ein
**Befehlsmarker** liegt, erhält
die angelegte Einheit:

Sobald diese Einheit angreift, bevor
die Angriffswürfel geworfen werden,
wird der Verteidiger **Verwundbar**.",2021
40326,"Mag der Mächtige, Mag Mar Tun Doh Weg",Gelassen bleiben,"**Sobald eine befreundete Monster-Einheit eine Aktion durchführt, bevor jene Aktion abgehandelt wird:**

Jene Einheit darf jene Aktion ersetzen durch:

*Diese Einheit heilt bis zu 3 **Wunden**.*",2021
40327,"Mag der Mächtige, Mag Mar Tun Doh Weg",Trampeln,"**Sobald eine befreundete Riesen-Einheit eine Ansturm- Aktion durchführt, bevor jene Aktion abgehandelt wird:**

Jene Einheit ersetzt jene Ansturm-Aktion durch:

*Drehe diese Einheit, bewege sie dann 10 Zoll durch andere Einheiten hindurch. Falls ihre Bewegung auf einer Einheit enden würde, endet sie stattdessen 1 Zoll von ihr entfernt. Jede Nicht-Einzeleinheit, durch die sich die Einheit bewegt hat oder auf der sie enden würde, erleidet 1W3 **Wunden**.*",2021
40328,"Mag der Mächtige, Mag Mar Tun Doh Weg",Erzürnen,"**Zu Beginn der Aktivierung einer befreundeten Monster-Einheit:**

Jene Einheit erleidet 2 **Wunden**.

Bis zum Ende des Zuges darf jene Einheit beliebig viele Angriffswürfel neu werfen und Verteidiger werden **Panisch**.",2021
40329,"Mag der Mächtige, Mag Mar Tun Doh Weg",Befehle des Häuptlings,"**Zu Beginn der Aktivierung von Mag der Mächtige:**

Mag darf seine Aktion ersetzen durch:

*1 befreundete Riesen-Einheit innerhalb
**Langer Reichweite** führt 1 Aktion durch.* /
**Zu Beginn eines beliebigen Zuges:**

Ziehe 1 Taktikkarte.",2021
40330,"Mag der Mächtige, Mag Mar Tun Doh Weg",Monster aus dem Norden,"**Sobald ein Feind innerhalb Kurzer Reichweite zu einer befreundeten Monster-Einheit aktiviert wird:**

Jener Feind muss 1 Panikprobe ablegen und erhält für jede befreundete Monster-Einheit innerhalb **Kurzer Reichweite** –1 auf das Ergebnis dieser Panikprobe, bis zu –3. Falls er scheitert, erleidet er für jede befreundete Monster-Einheit innerhalb **Kurzer Reichweite** +1 **Wunde**, bis zu +3.",2021
40331,"Mag der Mächtige, Mag Mar Tun Doh Weg",Die letzten ihrer Art,"**Sobald eine befreundete Riesen-Einheit vernichtet wird:**

1 andere befreundete Riesen-Einheit führt 1 Angriff oder 1 Ansturm-Aktion durch.",2021
40332,"Mag der Mächtige, Mag Mar Tun Doh Weg",Herausforderndes Gebrüll,"**Sobald eine befreundete Monster-Einheit eine Moralprobe besteht:**

Bestimme alle Feinde, die mit dieser Einheit im Nahkampf sind, zum Ziel. Sie werden **Geschwächt**.",2021
40333,"Mag der Mächtige, Mag Mar Tun Doh Weg",Felsbrocken schleudern,"**Sobald eine befreundete Riesen-Einheit eine Aktion durchführt, bevor jene Aktion abgehandelt wird:**

Jene Einheit ersetzt jene Aktion dadurch, dass sie den folgenden Fernkampfangriff durchführt:
[ATTACK:LongRanged:Felsbrocken schleudern:3+1]

Falls dieser Angriff beliebig viele Treffer erzeugt, wirft der Verteidiger keine Verteidigungswürfel. Stattdessen erleidet er 1W3 **Wunden** und erhält für jede verbleibende Schlachtreihe in jener Einheit +1 **Wunde**.",2021
40334,"Mag der Mächtige, Mag Mar Tun Doh Weg",Überrennen,"**Sobald eine befreundete Kampfeinheit nachsetzt:**

Statt nachzusetzen, führt jene Einheit 1 Ansturm-Aktion durch.",2021
40335,"Mag der Mächtige, Mag Mar Tun Doh Weg",Überraschungsangriff,"**Zu Beginn der Aktivierung einer befreundeten Monster-Einheit:**

Jene Einheit wird **Verwundbar**. Jene Einheit erhält bis zum Ende des Zuges +2 [MOVEMENT] und darf beliebig viele Würfel für die Bewegungsweite eines Ansturms neu werfen.",2021
40336,"Das grosse Walross, Lord der Eisigen Küste",Durchhaltevermögen,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 befreundete Kampfeinheit zum Ziel und lege diese Karte bis zum Ende der Partie an sie an. Solange diese Karte an dieser Einheit anliegt, erhalten die Angriffe/Nahkampfangriffe dieser Einheit die folgenden Effekte basierend auf der Spielrunde *(die Effekte sind kumulativ)*:
**3+**: Die Einheit darf beliebig viele Fehlschläge neu werfen.
**4+**: **Spaltschlag**
**5+**: **Kritischer Treffer**
**6+**: +2 Angriffswürfel",2021
40337,"Das grosse Walross, Lord der Eisigen Küste",Widerstand der Eisigen Küste,"**Sobald ein Feind einen Angriff durchführt, nachdem die Verteidigungswürfel geworfen worden sind:**

Bestimme den Verteidiger zum Ziel. Er darf beliebig viele Verteidigungswürfel neu werfen.

Falls der Verteidiger eine Eisige-Küste-Einheit ist, darf er zudem beliebig viele Würfel der Panikprobe dieses Angriffs neu werfen.",2021
40338,"Das grosse Walross, Lord der Eisigen Küste",Stärke des Walrosses,"**Sobald eine befreundete Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**

Falls diese Einheit eine Eisige-Küste-Einheit ist, erhält dieser Angriff +1 auf den Trefferwurf.

Falls diese Einheit den Zug im Nahkampf mit dem Verteidiger begonnen hat, verwendet sie ihren höchsten Angriffswürfelwert.",2021
40339,"Varamyr Sechsleib, Meisterhafter Leibwechsler",Gefährten herbeirufen,"**Zu Beginn eines feindlichen Zuges:**

Wähle entweder Schattenkatze oder Wolfsrudel. Falls jene Einheit auf dem Schlachtfeld ist, darfst du sie vom Schachtfeld entfernen.

Danach, falls jene Einheit nicht auf dem Schlachtfeld ist (entweder durch diesen Effekt oder weil sie vernichtet worden ist), stelle sie vollständig innerhalb **Kurzer Reichweite** zu einem beliebigen Seitenrand wieder auf. Falls jene Einheit in dieser Runde bereits aktiviert worden ist, wird sie aktiviert wieder aufgestellt.",2021
40340,"Varamyr Sechsleib, Meisterhafter Leibwechsler",Gebundene Wächter,"**Nachdem eine befreundete Varamyr-, Schattenkatze- oder Wolfsrudel-Einheit angegriffen worden ist:**

Bestimme 1 andere befreundete Varamyr-, Schattenkatze- oder Wolfsrudel-Einheit zum Ziel.

Sie führt 1 Angriffs-, Ansturm- oder Manöveraktion durch. Falls sie angreift oder einen Ansturm durchführt, muss sie den Angreifer zum Ziel bestimmen.",2021
40341,"Varamyr Sechsleib, Meisterhafter Leibwechsler",Gebundener Befehl,"**Sobald eine befreundete Varamyr-, Schattenkatze- oder Wolfsrudel-Einheit aktiviert wird:**

Diese Einheit kann in diesem Zug keine Aktionen durchführen. Bestimme stattdessen 1 andere Varamyr-, Schattenkatze- oder Wolfsrudel-Einheit innerhalb **Langer Reichweite** zum Ziel. Sie führt 1 Aktion durch.",2021
40401,Neutrales Basisdeck,Planung und Erkenntnis,"**Sobald eine Einheit einen
Nahkampfangriff durchführt, bevor
die Angriffswürfel geworfen werden:**

Wähle 1 der folgenden Effekte:

• Dieser Angriff fügt +1 Treffer zu.

• Nachdem die Verteidigungswürfel
geworfen worden sind, wehrt
der Verteidiger +1 Treffer ab.

Falls du [LETTER] kontrollierst oder falls
die Einheit deines Heerführers
der Angreifer/Verteidiger ist,
füge/wehre +1 Treffer zu/ab.",2021
40402,Neutrales Basisdeck,Flexible Methoden,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 feindliche Kampfeinheit zum Ziel. Sie erhält 1 Zustandsmarker. 
Dann darfst du 1 Zustandsmarker auf 1 beliebigen Einheit durch einen beliebigen anderen Zustandsmarker ersetzen.
Falls du [LETTER] kontrollierst, darfst du dann 1 Zustandsmarker von 1 Einheit auf eine beliebige andere Einheit bewegen.",2021-S03
40403,Neutrales Basisdeck,Befehle erteilen,"**Sobald die Einheit deines
Heerführers aktiviert wird:**

Diese Einheit kann in diesem Zug keine
Aktionen durchführen. Bestimme stattdessen
1 andere befreundete Einheit innerhalb
**Langer Reichweite** zum Ziel. Sie führt eine
Angriffs- oder Ansturmaktion durch. /
**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Kampfeinheit
zum Ziel. Lege 1 **Befehlsmarker** von
jener Einheit ab. Sie darf jenen Befehl
in dieser Runde erneut verwenden.",2021
40404,Neutrales Basisdeck,Das Risiko wert,"**Sobald eine befreundete Einheit eine Moralprobe ablegt, nachdem die Würfel geworfen worden sind:**

Jene Einheit darf beliebig viele Würfel für diese Probe neu werfen.
Falls jene Einheit innerhalb **Kurzer Reichweite** zu deinem Heerführer ist, besteht sie diese Probe stattdessen. 
Bei Bestehen heilt sie 2 **Wunden**.",2021-S03
40405,Neutrales Basisdeck,Sorgfältige Planung,"**Am Ende der Runde:**

Durchsuche dein Taktikdeck
nach 1 Heerführer-Taktikkarte
und füge sie deiner Hand hinzu.
Mische danach dein Taktikdeck. /
**Zu Beginn eines beliebigen Zuges,
falls du [LETTER] kontrollierst:**

Durchsuche dein Taktikdeck
nach 1 **Heerführer**-Taktikkarte
und füge sie deiner Hand hinzu.
Mische danach dein Taktikdeck.",2021
40406,Neutrales Basisdeck,Überraschende Strategie,"**Zu Beginn eines
befreundeten Zuges:**

Lege diese Karte und 1 andere
Karte ab, um 1 Karte aus
deinem Ablagestapel auf deine
Hand zurückzuschicken.

Falls du [LETTER] kontrollierst, musst
du nur diese Karte ablegen.",2021
40407,Neutrales Basisdeck,Kriegsbeute,"**Zu Beginn eines befreundeten Zuges:**

Lege diese Karte bis zum Ende der Partie an eine befreundete Kavallerie- oder Infanterie-Einheit an.
Solange diese Karte an dieser Einheit anliegt, immer wenn ein Feind innerhalb **Kurzer Reichweite** vernichtet wird, lege 1 Befehlsmarker auf diese Karte. Die Nahkampfangriffe dieser Einheit erhalten die folgenden Effekte basierend auf der Anzahl der Befehlsmarker *(die Effekte sind kumulativ)*: 
**1+:** Sie verwendet ihren höchsten Angriffswürfelwert und, bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Verwundbar**.
**2:** +1 auf den Trefferwurf",2021-S03
40408,"Ramsay Schnee, Der Bastard von Bolton",Unsere Klingen sind scharf,"**Sobald eine befreundete
Einheit einen Nahkampfangriff
durchführt, bevor die
Angriffswürfel geworfen werden:**

Falls der Verteidiger **Panisch** ist,
erhält dieser Angriff **Präzision**.

Falls der Verteidiger **Panisch** ist und
der Angreifer eine Haus-Bolton-
Einheit ist, dürfen bei diesem
Angriff beliebig viele Angriffswürfel
neu geworfen werden.",2021
40409,"Ramsay Schnee, Der Bastard von Bolton",Grausame Methoden,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 feindliche Kampfeinheit
zum Ziel. Du darfst
1 **Panisch**-Marker von jener
Einheit ausgeben. Falls du das tust,
wähle 2 der folgenden Effekte:

• 1 Haus-Bolton-Einheit innerhalb
**Langer Reichweite** heilt
2 **Wunden**. *(Dieser Effekt darf
mehrfach gewählt werden.)*

• Jener Feind wird **Verwundbar**.

• Jener Feind wird **Geschwächt**.",2021
40410,"Ramsay Schnee, Der Bastard von Bolton",Sadistische Spiele,"**Zu Beginn eines feindlichen Zuges:**

Dein Gegner wählt 1 der folgenden
Effekte *(du bestimmst die Ziele erst,
nachdem er den Effekt gewählt hat)*:

• Bestimme bis zu 2 feindliche
Kampfeinheiten zum Ziel.
Sie werden **Panisch**.

• Bestimme 1 Feind, der im
Nahkampf ist, zum Ziel. Er
erleidet 2 Treffer, +1 Treffer für
jede verbleibende Schlachtreihe
in allen Haus-Bolton-Einheiten,
mit denen er im Nahkampf ist.",2021
40411,"Roose Bolton, Lord Egel",Ein gehäuteter Mann hat keine Geheimnisse,"**Sobald eine Einheit zum
Ziel einer Fähigkeit oder
Taktikkarte bestimmt wird:**

Du darfst 1 Zustandsmarker
von einem Feind innerhalb
**Langer Reichweite** zu jener
Einheit ausgeben. Falls du das
tust, hebe den Effekt jener
Fähigkeit oder Taktikkarte auf.",2021
40412,"Roose Bolton, Lord Egel",Furcht hält einen Mann am Leben,"**Sobald ein Feind an einer
Panikprobe scheitert:**

Bestimme eine beliebige
Anzahl befreundeter Haus-
Bolton-Einheiten innerhalb
**Langer Reichweite** zum Ziel.
Für jede **Wunde**, die von dieser
Panikprobe verursacht wird,
heile ebenso viele **Wunden**
*(insgesamt)* von diesen Einheiten.",2021
40413,"Roose Bolton, Lord Egel",Geflüsterte Drohungen,"**Sobald eine feindliche zivile
Einheit aktiviert wird:**

Falls jene zivile Einheit in diesem
Zug eine Zone auf der Taktiktafel
beansprucht, nachdem der Effekt
jener Zone abgehandelt worden
ist, bestimme 1 feindliche
Kampfeinheit zum Ziel. Sie
wird **Verwundbar**. Bestimme
dann 1 feindliche Kampfeinheit
zum Ziel. Sie wird **Panisch**.",2021
40414,Vargo Hoat,Die Ruchlosigkeit des Krüppelmachers,"**Sobald ein Feind eine
Panikprobe ablegt, bevor die
Würfel geworfen werden:**

Falls jener Feind an dieser
Panikprobe scheitert, darfst
du 1 **Geschwächt**-Marker von
ihm ausgeben. Falls du das
tust, erleidet er +2 **Wunden**.

Falls jener Feind mit einer Blutiger-
Mummenschanz-Einheit im
Nahkampf ist, erleidet er –2 auf
das Ergebnis seiner Panikprobe.",2021
40415,Vargo Hoat,Leichtsinniger Angriff,"**Zu Beginn einer
beliebigen Runde:**

Bestimme 1 befreundete
Kampfeinheit zum Ziel.
Jene Einheit führt
1 Angriffsaktion durch.

Nachdem jener Angriff
abgeschlossen worden ist,
darf dein Gegner 1 zivile
Einheit aktivieren.",2021
40416,Vargo Hoat,Schwäche ausnutzen,"**Sobald eine befreundete Einheit einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**

Der Verteidiger wird **Verwundbar**. Falls der Verteidiger **Geschwächt** ist, darf der Angreifer beliebig viele Angriffswürfel neu werfen.",2021-S03
40417,Daario Naharis,Verhandlungen des Söldners,"**Sobald eine befreundete zivile
Einheit eine Zone auf der
Taktiktafel beansprucht:**

Ersetze den Effekt jener
Zone durch:

*Bis zum Ende der Runde zählst du,
als würdest du [MONEY] kontrollieren.
Heile 2 **Wunden** von 1 befreundeten
Kampfeinheit. Falls das eine
Sturmkrähen-Einheit ist, heile
+1 **Wunde** für jede vernichtete
Schlachtreihe jener Einheit.*",2021
40418,Daario Naharis,Wagemut des Söldners,"**Zu Beginn eines
befreundeten Zuges:**

Bestimme 1 befreundete
Kampfeinheit zum Ziel. Jene
Einheit legt 1 Moralprobe ab.
Falls das eine Sturmkrähen-
Einheit ist, erhält sie +2 auf das
Ergebnis der Moralprobe.

Bei Bestehen bestimme 1 Feind
innerhalb **Langer Reichweite**. Er
wird **Panisch** und **Geschwächt**.",2021
40419,Daario Naharis,Rücksichtslose Schläge,"**Sobald eine befreundete
Einheit einen Nahkampfangriff
durchführt, bevor die
Angriffswürfel geworfen werden:**

Dieser Angriff erhält **Kritischer Treffer**
und **Präzision**. Der Angreifer erleidet
1 **Wunde** für jede gewürfelte 1
auf einem Angriffswürfel.

Falls diese Karte eine Sturmkrähen-
Einheit zum Ziel hat, verwendet
dieser Angriff seinen höchsten
Angriffswürfelwert.",2021
40501,Nachtwache Basisdeck,Das Schwert in der Dunkelheit,"**Sobald eine befreundete Einheit einen
Nahkampfangriff durchführt, bevor
die Angriffswürfel geworfen werden:**

Falls der Verteidiger in dieser Runde
noch nicht aktiviert wurde, wird
er **Panisch** und **Verwundbar**.

Falls der Angreifer eine Nachtwache-
Einheit ist, lege diese Karte bis zum
Ende der Partie an jene Einheit an.

Solange diese Karte an dieser
Einheit anliegt, erhalten ihre
Nahkampfangriffe +1 Angriffswürfel.",2021
40502,Nachtwache Basisdeck,"Das Feuer, das gegen die Kälte brennt","**Sobald eine befreundete Einheit
eine Moralprobe ablegt, nachdem
die Würfel geworfen worden sind:**

Jene Einheit darf beliebig viele Würfel
dieser Moralprobe neu werfen.

Falls diese Karte eine Nachtwache-Einheit
zum Ziel hat, lege diese Karte bis zum
Ende der Partie an jene Einheit an.

Solange diese Karte an dieser Einheit anliegt, immer wenn sie einen Zustandsmarker erhält, darf sie 2 **Wunden** erleiden, –1 für jede ihrer vernichteten Schlachtreihen.
Falls sie das tut, lege jenen Zustandsmarker ab.",2021
40503,Nachtwache Basisdeck,"Der Schild, der die Reiche der Menschen schützt","**Sobald ein Feind einen Angriff durchführt,
nachdem die Verteidigungswürfel
geworfen worden sind:**

Bestimme den Verteidiger zum Ziel.
Er darf beliebig viele
Verteidigungswürfel neu werfen.

Falls diese Karte eine Nachtwache-Einheit
zum Ziel hat, nachdem dieser Angriff
abgeschlossen worden ist, lege diese Karte
bis zum Ende der Partie an jene Einheit an.

Solange diese Karte an dieser Einheit anliegt, immer wenn sie angegriffen wird, nachdem die Verteidigungswürfel geworfen worden sind, wehrt sie +1 Treffer ab.",2021
40504,Nachtwache Basisdeck,Der Wächter auf den Mauern,"**Nachdem eine befreundete
Einheit angegriffen worden ist:**

Bestimme 1 befreundete Kampfeinheit
außer den Verteidiger zum Ziel. Jene
Einheit dreht sich und wird dann
um 2 Zoll verschoben. Falls diese
Einheit eine Nachtwache-Einheit
ist, lege diese Karte bis zum Ende
der Partie an jene Einheit an.

Solange diese Karte an jener Einheit
anliegt, erhält sie +1 [MOVEMENT] und darf
alle Würfel für die Bewegungsweite
des Ansturms neu werfen.",2021
