Faction,Deck,Unit,Name,Text,Id,Remove,Version
Free Folk,"Styr, Magnar Of Thenn",20313,"Styr's
Vengeance","**Start of any Turn:**

Target 1 friendly Combat Unit
and attach this card to them until
the end of the game. When a
friendly unit is destroyed, place
1 Order token on this card.

While this card has a token,
the attached unit gains:

When this unit Attacks, before
Attack Dice are rolled, the
Defender becomes Vulnerable.",40325,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Shrug It Off,"**When a friendly Monster Unit
performs an Action, before
resolving that Action:**

That unit may replace
that Action with:

*This unit restores up to 3 Wounds.*",40326,"40301
40302
40303
40304
40305
40306
40307",2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Trample,"**When a friendly Giant Unit
performs a Charge Action,
before resolving that Action:**

That unit replaces that
Charge Action with:

*Pivot this unit, then move it 10”, moving
through units. If it ends over a unit, it
instead stops 1” away. Each non-Solo
unit moved through or that it would
have ended on suffers D3 Wounds.*",40327,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Enrage,"**Start of a friendly Monster Unit's Activation:**

That unit suffers 2 Wounds.

Until the end of the Turn, that unit may re-roll any Attack Dice and Defenders become <b>Panicked</b> and <b>Weakened</b>.",40328,,S05
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,"Chieftain's
Orders","**Start of Mag the Mighty's
Activation:**

Mag may replace his Action with:

*1 friendly Giant Unit in Long
Range performs 1 Action.* /
**Start of any Turn:**

Draw 1 Tactics card.",40329,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,"Monsters
From The
North","**When an enemy in Short Range of
a friendly Monster Unit Activates:**

That enemy suffers 1 Panic Test
with -1 to their roll for each friendly
Monster Unit in Short Range, up
to -3. On failure, they suffer +1
Wound for each friendly Monster
Unit in Short Range, up to +3.",40330,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,"Last of
Their Kind","**When a friendly Giant
Unit is destroyed:**

1 other friendly Giant Unit performs
1 Attack or Charge Action.",40331,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Defiant Roar,"**When a friendly Monster
Unit passes a Morale Test:**

Target all enemies engaged with this
unit. They become **Weakened**.",40332,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Hurl Boulder,"**When a friendly Giant Unit
performs an Action, before
resolving that Action:**

That unit replaces that
Action with performing
the following Ranged Attack:

[ATTACK:LongRanged:Hurl Boulder:3+1]

If this Attack generates any Hits, instead
of rolling Defense Dice, the Defender
suffers D3 Wounds, +1 Wound
for each remaining rank in that unit.",40333,,2021
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Overrun,"**When a friendly Combat 
Unit Surges Forth:**

Instead of Surging Forth, that unit performs 1 Charge or March Action.",40334,,S04
Free Folk,"Mag the Mighty, Mag Mar Tun Doh Weg",10313,Blitz,"**Start of a friendly Monster
Unit's Activation:**

That unit becomes **Vulnerable**.
Until the end of the Turn, that
unit gains +2[MOVEMENT] and may re-roll
any Charge Distance Dice.",40335,,2021
Free Folk,"The Great Walrus, Lord of the Frozen Shore",20329,"Battle
Endurance","**Start of a friendly Turn:**

Target 1 friendly Combat Unit and
attach this card to it until the end
of the game. While attached,
this unit's Melee Attacks gains
the following bonuses, based on the
Game Round *(effects are cumulative)*:

**3+:** May re-roll any Misses

**4+:** **Sundering**

**5+:** **Critical Blow**

**6+:** +2 Attack Dice",40336,,2021
Free Folk,"The Great Walrus, Lord of the Frozen Shore",20329,"Frozen Shore
Resilience","**When an enemy is performing an
Attack, after rolling Defense Dice:**

Target the Defender. They may
re-roll any Defense Dice.

If the Defender is a Frozen Shore
unit, they may also re-roll any
Panic Test dice for this Attack.",40337,,2021
Free Folk,"The Great Walrus, Lord of the Frozen Shore",20329,"Walrus'
Strength","**Start of a friendly Turn:**

Target 1 friendly Infantry or Cavalry Unit. Attach this card to it until the end of the game. 

While attached, when this unit activates, it restores 1 Wound.

 If it is in Short Range of The Great Walrus, it may also remove 1 Condition token.",40338,,S06
Free Folk,"Varamyr Sixskins, Master Skinchanger",10318,"Summon
Companions","**Start of an enemy Turn:**

Select either Shadowcat or
Wolf Pack. If that unit is on the
battlefield, you may remove
it from the battlefield.

After, if that unit is not on the
battlefield *(from either this effect or
having been destroyed)*, redeploy
it fully within Short Range of
any Flank table edge. If that
unit had already Activated this
Round, it deploys Activated.",40339,,2021
Free Folk,"Varamyr Sixskins, Master Skinchanger",10318,"Bonded
Guardians","**After a friendly Varamyr,
Shadowcat, or Wolf Pack
unit is Attacked:**

Target 1 other friendly Varamyr,
Shadowcat, or Wolf Pack unit.

It performs 1 Attack, Charge,
or Maneuver Action.
If Attacking or Charging,
it must target the Attacker.",40340,,2021
Free Folk,"Varamyr Sixskins, Master Skinchanger",10318,"Bonded
Command","**When a friendly Varamyr,
Shadowcat, or Wolf Pack
unit Activates:**

This unit cannot perform Actions
this Turn. Instead, target 1 other
friendly Varamyr, Shadowcat, or
Wolf Pack unit in Long Range.
It performs 1 Action.",40341,,2021
Neutral,Neutral Basic Deck,,"Planning and
Insight","**When a unit is performing a Melee
Attack, before rolling Attack Dice:**

Choose 1:

• This Attack deals +1 Hit.

• After rolling Defense Dice,
the Defender blocks +1 Hit.

If you Control [LETTER], or if your
Commander's unit is the Attacker/Defender, deal/block +1 Hit.",40401,,2021
Neutral,Neutral Basic Deck,,"Adaptive
Methods","**Start of any Turn:**

Target 1 enemy Combat Unit.

They gain 1 Condition token.

Then, you may replace 1 Condition 
token on any 1 unit with any other 
Condition token.

If you Control [LETTER], you may 
then move 1 Condition token 
from 1 unit to any other unit.",40402,,2021-S03
Neutral,Neutral Basic Deck,,Issue Commands,"**When your Commander's
unit Activates:**

Instead of this unit performing
an Action this Turn, target 1
other friendly unit in Long Range.
It performs 1 Attack or Charge Action. /
**Start of any Turn:**

Target 1 friendly Combat Unit.
Remove 1 Order token from
that unit. They may use that
Order again this Round.",40403,,2021
Neutral,Neutral Basic Deck,,Worth The Risk,"**When a friendly unit is performing
a Morale Test, after rolling dice:**

That unit may re-roll any 
dice for this test.

If that unit is in Short Range 
of your Commander, it passes 
this test instead.

On a success, it restores 2 Wounds.",40404,,2021-S03
Neutral,Neutral Basic Deck,,"Meticulous
Planning","**End of the Round:**

Search your Tactics Deck for
1 **Commander** Tactics card
and add it to your hand.
Shuffle your Tactics deck. /
**Start of any Turn,
if you Control [LETTER]:**

Search your Tactics Deck for
1 **Commander** Tactics card
and add it to your hand.
Shuffle your Tactics deck.",40405,,2021
Neutral,Neutral Basic Deck,,"Surprise
Strategy","**Start of a friendly Turn:**

Discard this card and 1 other
card to return 1 card from your
discard pile to your hand.

If you Control [LETTER], you only
have to discard this card.",40406,,2021
Neutral,Neutral Basic Deck,,Spoils of War,"**Start of a friendly Turn:**

Attach this card to 1 friendly Cavalry or 
Infantry unit until the end of the game.

While attached, each time an enemy 
in Short Range is destroyed, place 
1 Order token on this card. This unit's 
Melee Attacks gain the following 
based on the number of Order 
tokens *(effects are cumulative)*:

**1+:** Rolls its highest Attack Die Value 
and, before rolling Attack Dice, the 
Defender becomes **Vulnerable**.
**2:** +1 to Hit.",40407,,2021-S03
Neutral,"Ramsay Snow, The Bastard of Bolton",20402,"Our Blades
Are Sharp","**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

If the Defender is **Panicked**,
this Attack gains **Precision**.

If the Defender is **Panicked**, and the
Attacker is a House Bolton unit, this
Attack may re-roll any Attack Dice.",40408,,2021
Neutral,"Ramsay Snow, The Bastard of Bolton",20402,"Cruel
Methods","**Start of any Turn:**

Target 1 enemy Combat Unit.
You may expend 1 Panic token from
that unit. If you do, choose 2:

• 1 House Bolton unit in Long
Range restores 2 Wounds *(This
may be selected multiple times)*.

• That enemy becomes **Vulnerable**.

• That enemy becomes **Weakened**.",40409,,2021
Neutral,"Ramsay Snow, The Bastard of Bolton",20402,"Sadistic
Games","**Start of an enemy Turn:**

Your opponent chooses 1 (you select targets only after they choose):

• Target up to 2 enemy Combat Units. They become <b>Panicked</b>.
• Target up to 2 enemy Combat Units. They become <b>Weakened</b>.",40410,,S06
Neutral,"Roose Bolton, The Leech Lord",20415,"A Flayed
Man Has
No Secrets","**When a unit is targeted by
an Ability or Tactics card:**

You may expend 1 Condition token
from an enemy in Long Range of
that unit. If you do, cancel the effect
of that Ability or Tactics card.",40411,,2021
Neutral,"Roose Bolton, The Leech Lord",20415,"Fear Keeps
a Man Alive","**When an enemy fails a Panic Test:**

Target any number of friendly House Bolton units in Long Range. For each Wound caused by this Panic Test, restore that many Wounds <i>(total)</i> across these units.

If that enemy is in Short Range of Roose's unit, restore +1 Wounds.",40412,,S05
Neutral,"Roose Bolton, The Leech Lord",20415,"Whispered
Threats","**When an enemy NCU Activates:**

If that NCU Claims a zone this
Turn, after resolving that zone's
effect, target 1 enemy Combat
Unit. They become **Vulnerable**.
Then target 1 enemy Combat
Unit, they become **Panicked**.",40413,,2021
Neutral,"Vargo Hoat, The Goat of Harrenhal",20409,"The Crippler's
Infamy","**When an enemy is performing a
Panic Test, before rolling dice:**

If that enemy fails this Panic Test,
you may expend 1 **Weakened**
token from them. If you do,
they suffer +2 Wounds.

If that enemy is engaged with a
Bloody Mummer unit, they suffer
-2 to their Panic Tests roll.",40414,,2021
Neutral,"Vargo Hoat, The Goat of Harrenhal",20409,"Careless
Aggression","**Start of any Round:**

Target 1 friendly Combat Unit.
That unit performs 1 Attack Action.

After completing that Attack,
your opponent may Activate 1 NCU.",40415,,2021
Neutral,"Vargo Hoat, The Goat of Harrenhal",20409,"Exploit
Weakness","**When a friendly unit is
performing an Attack, before
rolling Attack Dice:**

The Defender becomes **Vulnerable**.

If the Defender is **Weakened**, 
the Attacker may re-roll any 
Attack Dice.",40416,,2021-S03
Neutral,"Daario Naharis, Stormcrow Captain",20411,"Sellsword
Negotiations","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

*Until the end of the Round, you count
as Controlling [MONEY]. Restore 2 Wounds
to 1 friendly Combat Unit. If this is
a Stormcrow Unit, restore +1 Wound
for each of that unit's destroyed ranks.*",40417,,2021
Neutral,"Daario Naharis, Stormcrow Captain",20411,"Sellsword
Bravado","**Start of a friendly Turn:**

Target 1 friendly Combat Unit.
That unit performs 1 Morale
Test. If this is a Stormcrow
Unit, it gains +2 to its roll.

On a success, target 1 enemy
in Long Range. It becomes
**Panicked** and **Weakened**.",40418,,2021
Neutral,"Daario Naharis, Stormcrow Captain",20411,"Reckless
Strikes","**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

This Attack gains **Critical Blow** and
**Precision**. The Attacker suffers 1
Wound for each Attack Die roll of 1.

If this targets a Stormcrow
unit, this Attack rolls its
highest Attack Die Value.",40419,,2021
Neutral,"Jokin, Stormcrow Captain",20424,"Brothers 
In Arms","**Start of a friendly Turn:**

Attach this card to a friendly 
Stormcrow Combat Unit until 
the end of the Game or until 
they fail a Panic Test.

While attached, each time 
this unit Attacks, it rolls +1 
Attack Die for each other 
friendly unit in Short Range.

If they are in Short Range 
of Jokin’s unit, they gain 
an additional +1 Attack Die.",40420,,2021
Neutral,"Jokin, Stormcrow Captain",20424,"Diversion 
Tactics","**After an enemy completes 
a Melee Attack:**

Target 1 other friendly unit 
in Long Range of the Defender. 

It performs 1 Maneuver Action.",40421,,2021
Neutral,"Jokin, Stormcrow Captain",20424,"Stalwart 
Mercenaries","**When a friendly unit is performing 
a Panic Test, before rolling dice:**

That unit gains +2 to their roll.

If they are in Short Range 
of Jokin, they automatically 
pass this test instead.",40422,,2021
Night's Watch,Night's Watch Basic Deck,,"The Sword
In The Darkness","**When a friendly unit is performing a Melee Attack, before rolling Attack Dice:**

The Defender becomes <b>Vulnerable</b>.

If the Defender has not Activated this Round, they also become <b>Panicked</b>. /
**When a friendly Night's Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, this unit's Melee Attack is treated as having +1 rank for Attack Dice.",40501,,S05
Night's Watch,Night's Watch Basic Deck,,"The Fire That
Burns Against
The Cold","**When a friendly unit is performing a Morale Test, after rolling dice:**

That unit may re-roll any dice for this test.

If this targets your Commander’s unit, they pass this test instead. /
**When a friendly Night's Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, each time this unit gains a Condition token, it may suffer 1 Wound to remove that token.",40502,,S05
Night's Watch,Night's Watch Basic Deck,,"The Shield Of The
Realms Of Men","**When an enemy is performing an 
Attack, after rolling Defense Dice:**

Target the Defender. They may re-roll any Defense Dice. /
**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, each time this unit is attacked, after rolling defense dice, this unit blocks + 1 Hit.",40503,,S04
Night's Watch,Night's Watch Basic Deck,,"The Watcher
On The Wall","**After a friendly unit is Attacked:**

Target 1 friendly Combat Unit other than the Defender. That unit pivots, then shifts 2"". /
**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, this unit gains +1 [MOVEMENT] and may re-roll Charge Distance dice.",40504,,S04
Night's Watch,Night's Watch Basic Deck,,"The Light That
Brings The Dawn","**When a friendly unit is performing a Melee Attack, before rolling Attack Dice:**

This Attack may re-roll any Misses. /
**When a friendly Night's Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, this unit gains +1 to Morale Test rolls.

If this targets your Commander’s unit, this unit also cannot become <b>Panicked</b>.",40505,,S05
Night's Watch,Night's Watch Basic Deck,,Take The Black,"**After a friendly unit completes 
a Melee Attack:**

If the Defender suffered any Wounds, the attacker restores 1 Wound, +1 additional Wound for each rank they destroyed with this attack. If an Infantry Attachment was destroyed, you may also take it and attach it to the Attacker, replacing a model as normal, but ignoring the usual Attachment limits.",40506,,S04
Night's Watch,Night's Watch Basic Deck,,"And Now His
Watch Is Ended","**When a friendly unit is destroyed 
by a Melee Attack:**

Target the Attacker. They become** Vulnerable**. Then, target any friendly units that were within Long Range. They restore 2 Wounds.  /
**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, each time this unit passes a Morale Test, it may restore 1 Wound.",40507,,S04
Night's Watch,"Jeor Mormont, 997th Lord Commander",20501,"And Now My
Watch Begins","**When a friendly Night's Watch
Combat Unit Activates:**

That unit performs 1 Morale
Test. On a success, choose 1:

• Search your Tactics Deck for
any 1 Tactics card and add it to
your hand, then discard 1 card.
Shuffle your Tactics Deck.

• Search your Tactics Deck or discard
pile for any 1 Tactics card that can be
attached to this unit and attach it to
this unit. Shuffle your Tactics Deck.",40508,,2021
Night's Watch,"Jeor Mormont, 997th Lord Commander",20501,"Live And Die
At My Post","**When a friendly unit
passes a Morale Test:**

All enemies engaged with that
unit become **Vulnerable**.

If this targeted a Night's Watch
unit, attach this card to that unit
until the end of the game.

While attached, this unit cannot
lose its last remaining Wound
from failing Panic Tests *(it can only
be reduced to 1 remaining Wound)*.",40509,,2021
Night's Watch,"Jeor Mormont, 997th Lord Commander",20501,"Night
Gathers","**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, each time an enemy is performing a Melee Attack on this unit, before Attack Dice are rolled, the Attacker suffers 1 Hit, +1 Hit for each remaining rank in this unit.",40510,,S04
Night's Watch,"Jon Snow, 998th Lord Commander",20502,"It Shall
Not End Until
My Death!","**When a friendly Combat Unit would
be destroyed by a Melee Attack:**

Before being removed, that unit
performs 1 Melee Attack Action
using its lowest Attack Die Value
on the Attacker. If this targets Jon
Snow's unit, it gains +2 Attack Dice.

If this Attack destroys
the Defender, your friendly unit
is not destroyed, but instead
remains in play with 1 Wound.",40511,,2021
Night's Watch,"Jon Snow, 998th Lord Commander",20502,"Stand United,
Brothers!","**Start of any Turn:**

Target 1 friendly Combat Unit.
Remove up to 4 models *(total)*
from other friendly Combat
Units in Long Range. Restore that
many Wounds to this unit.

If targeting Jon Snow's unit,
it may restore +2 Wounds
*(without removing models)*.",40512,,2021
Night's Watch,"Jon Snow, 998th Lord Commander",20502,"For The
Watch!","**When a friendly unit is performing 
a Charge Action, after rolling 
Charge Distance Dice:**

This unit may re-roll any Charge Distance Dice. /
**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. While attached, each time this unit is targeted by the [HORSE] zone, you may replace that zone's effect with:
*This unit performs 1 Charge Action.*",40513,,S04
Night's Watch,"Alliser Thorne, Master-at-Arms",20509,"Pathetic
Attempt","**When a friendly unit passes
a Panic Test from being
Attacked by a Melee Attack:**

Target the Attacker. They
suffer 2 Hits for each
remaining rank in this unit.

If the Defender was Alliser's unit,
they also become **Weakened**.",40514,,2021
Night's Watch,"Alliser Thorne, Master-at-Arms",20509,"Seeing
Their Flaws","**After an enemy Combat Unit
completes an Action:**

That enemy becomes
**Vulnerable** and **Panicked**.

Attach this card to that enemy
until the end of the Round. While
attached, while Alliser Thorne's unit
is Attacking that enemy, that enemy
loses all Abilities and cannot be
targeted by friendly Tactics cards.",40515,,2021
Night's Watch,"Alliser Thorne, Master-at-Arms",20509,"Price Of
Failure","**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

All Attack Dice rolls automatically
Hit for this Attack. 

After this attack is completed, if the
Defender was not destroyed, the
Attacker becomes **Panicked**
and **Vulnerable**.",40516,,2021-S03
Night's Watch,"Donal Noye, Defender Of Castle Black",20511,"Defensive
Formation","**Start of any Turn:**

Attach this card to a friendly
Combat Unit until the start
of its next Activation.

While attached, this unit cannot
perform Attack or Charge Actions,
but gains +1 to Defense Dice rolls
and Attackers do not gain Charge,
Flank, or Rear Bonuses against it.",40517,,2021
Night's Watch,"Donal Noye, Defender Of Castle Black",20511,"Refuse
To Yield","**After a friendly unit
passes a Panic Test:**

All enemies engaged with that unit
become **Vulnerable**. Attach this card
to that unit until it fails a Panic Test.

While Attached, each time
this unit passes a Panic Test, all
enemies engaged with that unit
become **Vulnerable**. If this card
is attached to Donal Noye's unit,
it gains +1 to Panic Test rolls.",40518,,2021
Night's Watch,"Donal Noye, Defender Of Castle Black",20511,Lash Out,"**After an enemy completes
a Melee Attack:**

If the Defender was not destroyed,
the Attacker suffers 2 Wounds
for each of the Defender's
destroyed ranks. If the Defender
is Donal Noye's unit, the Attacker
also becomes **Panicked**.",40519,,2021
Night's Watch,"Othell Yarwyck, First Builder",20522,"Honed
Enhancement","**When a friendly unit
is performing an Attack,
before rolling Attack Dice:**

This Attack gains +1 to Hit.

If this is a Builder unit,
this Attack rolls +1 Attack Die.",40520,,2021-S01
Night's Watch,"Othell Yarwyck, First Builder",20522,"Rapid
Construction","**Start of the Round:**

Place 1 Low Wall terrain with
the Destructible, Fortified, and
Hindering keywords within 1"" of
a friendly unit. This terrain cannot
overlap units or other terrain.",40521,,2021
Night's Watch,"Othell Yarwyck, First Builder",20522,"Serrated
Enhancement","**When a friendly unit
is performing an Attack,
before rolling Attack Dice:**

This Attack gains **Vicious**.

If the Attacker is a Builder unit,
enemies that fail their Panic Test from
this Attack becomes **Weakened**.",40522,,2021-S01
Night's Watch,"Benjen Stark, First Ranger",20527,Hit and Run,"**After a friendly unit completes 
a Melee Attack:**

That unit performs 1 Retreat Action.

If this targets a Ranger unit, 
any enemies it disengages 
from becomes **Weakened**.",40523,,2021
Night's Watch,"Benjen Stark, First Ranger",20527,Lying In Wait,"**When an enemy Combat
Unit Activates:**

Target 1 friendly, unactivated unit 
in Long Range of that enemy that 
has Line of Sight.

They perform 1 Ranged 
Attack Action on that enemy.

If this targets a Ranger unit, 
it may re-roll any misses.",40524,,2021-S03
Night's Watch,"Benjen Stark, First Ranger",20527,"Hunter's
Insight","**Start of a friendly Turn:**

Target 1 enemy in Long Range of a
friendly Ranger unit and choose 1:

• 1 friendly unit in Long Range of
that enemy performs a 3"" shift.

• Friendly units may re-roll Attack
and Charge Distance Dice when
targeting that enemy this Turn.

• That enemy may not use
Orders or be the target of
friendly Tactics cards this Turn.",40525,,2021
Night's Watch,"Benjen Stark, Beyond The Wall",20533,"Hunter's
Insight","**Start of a friendly Turn:**

Target 1 enemy in Long Range of a
friendly Ranger unit and choose 1:

• 1 friendly unit in Long Range of
that enemy performs a 3"" shift.

• Friendly units may re-roll Attack
and Charge Distance Dice when
targeting that enemy this Turn.

• That enemy may not use Orders
or be the target of friendly
Tactics cards this Turn.",40526,,2021
Night's Watch,"Benjen Stark, Beyond The Wall",20533,Marshal,"**When an unengaged friendly
Cavalry Unit Activates:**

Once this Turn, if that unit would
perform a Maneuver Action,
instead of performing that Action,
it may restore 3 Wounds and
remove 1 Condition token.",40527,,2021
Night's Watch,"Benjen Stark, Beyond The Wall",20533,"Ride-by
Attack","**When a friendly Cavalry unit selects
its Action during its Activation,
before resolving that Action:**

As its Action, that unit may pivot
then perform 1 March Action, even
if engaged. It may move through
enemies during this March. Enemies
it disengages from may not pivot.

After completing this March,
1 enemy it moved through suffers
1 Wound, +1 Wound for each of
that enemy's remaining ranks.",40528,,2021
Night's Watch,"Cotter Pyke, Eastwatch Commander",20534,"Assault
Orders","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

<i>1 friendly Combat Unit performs 1 Melee Attack Action using its lowest Attack Die Value.</i>

<i>If this targets Cotter Pyke's unit, it may perform 1 Charge Action using its lowest Attack Die Value instead.</i>",40529,,S06
Night's Watch,"Cotter Pyke, Eastwatch Commander",20534,"Pyke
Aggression","**After a friendly unit completes
a Melee Attack:**

That unit performs 1 Melee 
Attack using its lowest Attack 
Die Value. This Attack does 
not cause a Panic Test.

After completing this Attack, 
the Attacker suffers 1 Hit for each 
Hit it rolled during that Attack.",40530,,2021-S03
Night's Watch,"Cotter Pyke, Eastwatch Commander",20534,"Reckless
Strikes","**When a friendly unit
is performing a Melee Attack,
before rolling Attack Dice:**

This Attack gains **Critical Blow**
and **Precision**. The Attacker
suffers 1 Wound for each
Attack Die roll of 1.

If this targets Cotter Pyke's unit,
this Attack rolls its highest
Attack Die Value.",40531,,2021
Night's Watch,"Ser Denys Mallister, Shadow Tower Commander",20535,"Adaptive
Methods","**Start of any Turn:**

Target 1 enemy Combat Unit.

They gain 1 Condition token.

Then, you may replace 1 Condition 
token on any 1 unit with any other 
Condition token.

If you Control [LETTER], you may 
then move 1 Condition token 
from 1 unit to any other unit.",40532,,2021-S03
Night's Watch,"Ser Denys Mallister, Shadow Tower Commander",20535,"Combat
Prowess","**When an enemy is targeted
by an Ability or Tactics card:**

You may expend 1 Condition
token from that enemy.
If you do, cancel the effect
of that Ability or Tactics card. /
**Start of a friendly Turn:**

Target 1 engaged friendly
Combat Unit. Remove 1 Condition
token from that unit.",40533,,2021
Night's Watch,"Ser Denys Mallister, Shadow Tower Commander",20535,"Tempered
by Duty","**When a friendly Night's 
Watch Unit Activates:**

Attach this card to them until they fail a Panic Test. When this card is attached and each time this unit Activates, you may target 1 enemy in Long Range and Line of Sight. They gain 1 Condition token.",40534,,S04
Baratheon,Baratheon Basic Deck,,"Baratheon
Justice","**After an enemy completes 
an Attack:**

The Attacker gains 1 Condition token.

If you Control [CROWN] or [LETTER], 
they gain +1 token.",40601,,S04
Baratheon,Baratheon Basic Deck,,Stag's Wit,"**When a friendly unit gains
a Condition token:**

Remove that token. You may
then target 1 enemy engaged
with that unit. They gain 1
Condition token of that type.

If you Control [LETTER], target 1 other
enemy in Long Range. They gain
1 Condition token of that same type.",40602,,2021
Baratheon,Baratheon Basic Deck,,Ours Is The Fury!,"**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

Choose 1. For each zone you Control
among [CROWN] or [LETTER], choose +1:

• This Attack gains +1 to Hit.

• This Attack gains **Sundering**.

• This Attack gains **Vicious**.",40603,,2021
Baratheon,Baratheon Basic Deck,,"Sustained
Assault","**When a friendly unit is performing a Melee Attack, before rolling Attack Dice:**

If this unit began the Turn engaged with the Defender, it rolls its highest Attack Die Value and may re-roll any Attack Dice. 

If this targets your Commander's unit, the Defender also becomes <b>Vulnerable</b>.",40604,,S06
Baratheon,Baratheon Basic Deck,,"Baratheon
Conviction","**When a friendly unit
passes a Morale Test:**

That unit restores 2 Wounds.

If you Control [CROWN], all enemies
they are engaged with
suffer 1 Panic Test.

If you Control [LETTER], each enemy
they are engaged with
gains 1 Condition token.",40605,,2021-S01
Baratheon,Baratheon Basic Deck,,Final Strike,"**After an enemy completes
a Melee Attack:**

For each Wound the Defender
suffered, the Attacker suffers 1 Hit.

If you Control [CROWN], the Attacker
suffers -1 to Defense Dice
rolls against these Hits.",40606,,2021-S01
Baratheon,Baratheon Basic Deck,,Oath of Duty,"**Start of any Turn:**

Target 1 friendly Combat Unit and attach this card to them until the end of the game. When a friendly Infantry or Cavalry unit is destroyed, place 1 Order token on this card.

While this card has a token, each time this unit performs an Melee Attack, before rolling Attack Dice, the Defender gains 1 Condition token and, while you Control [CROWN], this unit may re-roll any Attack Dice.",40607,,S04
Baratheon,"Renly Baratheon, Lord Paramount",20611,"Inexplicable
Return","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:
Choose 1:

<i>•Move 1 friendly Attachment from 1 unit to another friendly unit without an Attachment in Long Range.

•Attach 1 previously destroyed friendly Attachment to 1 friendly Combat Unit without an Attachment (replacing a model as usual).</i> /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40608,,S05
Baratheon,"Renly Baratheon, Lord Paramount",20611,"Hidden
Affairs","**After a friendly unit not containing
Renly Baratheon is Attacked:**

Renly's unit performs 1 Attack
or Charge Action on the
Attacker. This Attack rolls its
highest Attack Die Value. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40609,,2021
Baratheon,"Renly Baratheon, Lord Paramount",20611,"In His
Brothers'
Shadows","**When an enemy Commander's
unit Activates:**

Choose 1:

• If that enemy is in Long Range of
Renly's unit, that Commander loses all
Abilities until the end of the Round.

• Renly's unit performs
1 Maneuver or Retreat Action. /
**Start of any Turn:**

If the enemy Commander has
been destroyed, Renly Baratheon's
unit restores 2 Wounds.",40610,,2021
Baratheon,"Loras Tyrell, The Knight of Flowers",20612,"Loved By
The Smallfolk","**When an enemy is performing
a Melee Attack, before
rolling Attack Dice:**

That enemy performs 1 Morale
Test. On a failure, they become
**Vulnerable** and **Weakened**.

If they are in Short Range
of Loras Tyrell's unit,
they suffer -2 to their roll.",40611,,2021
Baratheon,"Loras Tyrell, The Knight of Flowers",20612,Overgrowth,"**Start of an enemy Turn:**

Target 1 friendly unit. It performs
1 Morale Test. If it is engaged with
an enemy with more remaining
ranks, it passes this test.

On a success, attach this
card to the friendly unit until
the end of the game.

While attached, each time that
unit is Attacked, before resolving
that Attack, the Attacker suffers
1 Hit, +1 Hit for each of the
Defender's remaining ranks.",40612,,2021
Baratheon,"Loras Tyrell, The Knight of Flowers",20612,"Growing
Strong","**When a friendly Combat 
Unit Activates:**

All enemies engaged with this unit 
with the same or more remaining 
ranks become **Vulnerable**.

Then, this unit restores 
1 Wound, +1 Wound for 
each of its destroyed ranks.",40613,,2021-S03
Baratheon,"Eldon Estermont, Lord of Greenstone",20615,Hefty Ransom,"**When a friendly Attachment
is destroyed:**

Attach this card to 1 enemy unit
in Short Range until the end
of the game. When that unit is
destroyed, gain 1 Victory Point. /
**When an enemy Attachment
is destroyed:**

Attach this card to 1 friendly unit
in Short Range until the end of the
game. While attached, that unit's
Melee Attacks roll +1 Attack Die
and it gains +1 to Morale Test rolls.",40614,,2021
Baratheon,"Eldon Estermont, Lord of Greenstone",20615,"Martial
Superiority","**When an enemy is performing
a Melee Attack, before
rolling Attack Dice:**

The Attacker suffers 
1 Hit for each Miss.

If the Defender is Eldon’s unit, 
this Attack also suffers -1 to Hit.",40615,,2021-S03
