Id,Translated Name,Attack 1,Attack 2,Requirement,Quote,Lore,Version
10317,"Varamyr Sechsleib, Meisterhafter Leibwechsler",Grausames Zerfleischen,,,„Und ich kann hoch über der Mauer schweben und mit Adleraugen sehen.“,"Varamyr Sechsleib gehört zu denmächtigsten Leibwechslern hinter derMauer. Er kontrolliert sowohl eine riesigeSchneebärin, drei Wölfe, eineSchattenkatze als auch einen Adler.Auf seiner Schneebärin reitendkommandiert er seine Bestien über dasSchlachtfeld. Nichts entzieht sich demBlick seines Adlers und niemand entgehtseiner lautlosen Schattenkatze, die sichgeduldig an ihre Opfer heranpirscht.Diese Vorgehensweise garantiert einenbrutalen Kampf. Seine einzelnenKreaturen können besiegt werden,aber Varamyr wird weitere finden.",2021-S03
10318,"Varamyr Sechsleib, Meisterhafter Leibwechsler",Grausames Zerfleischen,,,„Und ich kann hoch über der Mauer schweben und mit Adleraugen sehen.“,"Varamyr Sechsleib gehört zu denmächtigsten Leibwechslern hinter derMauer. Er kontrolliert sowohl eine riesigeSchneebärin, drei Wölfe, eineSchattenkatze als auch einen Adler.Auf seiner Schneebärin reitendkommandiert er seine Bestien über dasSchlachtfeld. Nichts entzieht sich demBlick seines Adlers und niemand entgehtseiner lautlosen Schattenkatze, die sichgeduldig an ihre Opfer heranpirscht.Diese Vorgehensweise garantiert einenbrutalen Kampf. Seine einzelnenKreaturen können besiegt werden,aber Varamyr wird weitere finden.",2021-S03
10319,Schattenkatze,Prankenhieb,,"*Darf nur in einer Armee aufgestellt werden, die Varamyr Sechsleib enthält.*",,"Während eine gewöhnlicheSchattenkatze keine große Gefahrfür eine gepanzerte Einheit ist,trägt diese Schattenkatze die Listvon Varamyr Sechsleib in sich.Zusammen mit Varamyrs anderenBestien und mit Unterstützung derStreitkräfte des Freien Volks dient sieals mächtige und flinke Bedrohung.Auch ohne Sechsleibs Kontrolle überihren Geist ist sie ein anmutigesRaubtier, das einen Mann umLängen überragt. Doch mit Sechsleibwird die Schattenkatze zu einertödlichen Waffe.",2021
10320,Wolfsrudel,Rudeltaktik,,"*Darf nur in einer Armee aufgestellt werden, die Varamyr Sechsleib enthält.*",,"Obwohl die von Varamyr Sechsleibkontrollierten Wölfe nicht geeignetsind, um geordnet in der Schlachtliniezu stehen, können sie in der Flankeeingesetzt werden und sind ein wahrerAlbtraum für Bogenschützen und dieArtillerie hinter der Schlachtlinie. DieKreaturen sind einfache Wölfe, aberwenn ein menschliches Bewusstsein insie eindringt, agieren und funktionierensie als Einheit und sind dazu fähig,auf die restliche Armee abgestimmteRudeltaktiken anzuwenden. Ist es danoch verwunderlich, dass Leibwechslerso gefürchtet werden?",2021
10321,Jäger der Eisigen Küste,Harpune,Harpune,,,"Der Walrossclan jagt häufig in
den nördlichen Weiten jenseits
der Mauer. Jetzt bringt er seine
Jagderfahrung mit dem Freien Volk
in den Süden, wo er nach wärmeren
Gefilden und grüneren Weiden
sucht. Die austarierten Harpunen
der Jäger sind perfekt, um sowohl
gefährliche Tiere als auch feindliche
Soldaten aufzuspießen. Da sie
wissen, wie sie ihre Beute in Schach
halten können, sind sie flink und
ständig in Bewegung. So greifen
sie ihre Feinde aus unerwarteten
Richtungen an.",2021-S02
10401,Halsabschneider von Haus Bolton,Rücksichtsloser Angriff,,,,"Sie sind einfach gerüstet und leicht bewaffnet, doch ihr Ruf als eiskalte und grausame Kämpfer eilt den Halsabschneidern von Haus Bolton voraus und lässt selbst gut ausgerüstete Soldaten vor Angst erstarren. Ihre Stachelkeulen machen kurzen Prozess und versetzen durch ihre enorme Brutalität den Feind in Panik. Die Halsabschneider von Haus Bolton lieben es, am Boden liegende Gegner niederzumetzeln oder gefangen zu nehmen, um sie später noch ausgiebiger foltern zu können.",2021-S01
10402,Mädchen des Bastards von Haus Bolton,Fährtenleserbogen,Zähne und Klinge,,,"Die Mädchen des Bastards können selbst schwer gerüstete Fußsoldaten in die Enge treiben und zur Strecke bringen. Ihre wahre Stärke liegt jedoch im Flankieren von Feinden und im Verfolgen von Flüchtenden. Ihr Fell bietet kaum Schutz vor Schwerthieben, dafür stürzen sie sich gerne auf Feinde, in denen bereits die schmerzhaften Pfeilspitzen ihrer Hundeführer stecken. Ein saftiges Kopfgeld wartet auf den Hundeführer, der einen feindlichen Heerführer gefangen nimmt und ihn an Ramsay Bolton zu dessen „Vergnügen“ ausliefert.",2021
10403,Gehäutete von Haus Bolton,Streitflegel,,,,"Die sogenannten Gehäuteten gehören zu den mächtigsten Reitern im Krieg der Fünf Könige, selbst unter den Großen Häusern. Mit harten Stahlrüstungen (natürlich geschwärzt), schweren Schilden und Pferdeharnischen können die Gehäuteten nicht nur vernichtende Sturmangriffe vollführen, sondern auch kurzzeitig an der Front ausharren. Ihre unverkennbaren Streitflegel durchdringen fast jede Verteidigung, wenngleich ihre tödlichste Waffe ihr furchterregender Anblick ist.",2021-S02
10404,Rohlinge von Haus Bolton,Morgenstern,,,,"Die Rücksichtslosigkeit der Rohlinge von Haus Bolton ist unter ihren Feinden wohlbekannt. Selbst schwere Schilde können kaum Schutz gegen ihre grausamen Morgensterne bieten. Die bestgepanzerte Truppe im Arsenal von Haus Bolton ist dafür bekannt, zuverlässig jedwede Stellung auf dem Schlachtfeld einnehmen und auch halten zu können.",2021
10405,Plänkler des Blutigen Mummenschanzes,Klinge des Mummenschanzes,,,,"Trotz ihrer bunten Erscheinung bleibt der Blutige Mummenschanz eine tödliche Gruppe Söldner, die bekannt für Grausamkeiten sind, zu denen sich sonst nicht einmal niedere Söldner hinreißen lassen. Ihre Loyalität gilt allein der Münze, aber gegen eine anständige Bezahlung werden sie jede gewünschte Position in der Armee zufriedenstellend erfüllen. Die Plänkler sind nur leicht bewaffnet und gerüstet, was ihnen die nötige Mobilität für ein rasches Flankieren verleiht. Trotzdem sollten sie vor direkten Angriffen geschützt werden.",2021-S01
10406,Söldner der Sturmkrähen,Langschwert,,Anpassungsfähig: *Senke die Kosten von 1 Verstärkung dieser Einheit um 1.*,,"Während man die Loyalität der Sturmkrähen ihren Anführern, Arbeitgebern und sogar sich selbst gegenüber in Zweifel ziehen kann, so kann man sichergehen, dass sie dem Geld absolut treu ergeben sind. Wurden die Söldner der Sturmkrähen richtig motiviert, ist diese durchschnittlich gerüstete Infanterieeinheit in der Lage, eine Flanke zu halten oder dem Feind selbst in die Seite zu fallen. Ihre Professionalität garantiert ein gutes Arbeitsverhältnis mit ihrem Arbeitgeber, solange das Geld weiter in ihre Taschen fließt.",2021
10407,Bogenschützen der Sturmkrähen,Langbogen des Söldners,Kurzschwert,,,"Eine Sturmkrähe bleibt eine Sturmkrähe, egal ob sie mit einer Klinge, einem Bogen oder mit beidem ausgerüstet ist. Geld ist die Hauptmotivation für eine Sturmkrähe. Noch mehr Geld kann diese Söldner zu Höchstleistungen anstacheln. Die Bogenschützen der Sturmkrähen sind mit ihren Reflexbögen und weitreichenden Pfeilen Experten im Fernkampf. Fürs Handgemenge sind sie nicht geeignet, obwohl sie sich schwächerer Gegner mit ihren Kurzschwertern erwehren können. Ein kluger Feldherr wird sie aber so gut wie möglich von Flankeneinheiten und Kavallerie fernhalten wollen.",2021
10408,Zorsereiter des Blutigen Mummenschanzes,Bunte Ausrüstung,,,,"Die Kavallerie des Blutigen Mummenschanzes legt stets Wert auf außergewöhnliche Auftritte und reitet daher auf Zorses in die Schlacht. Diese außergewöhnlichen Bestien stammen aus Essos, wo gestreifte Tiere mit Pferden gekreuzt wurden. Zorses können für längere Zeit mit wenig Futter und Wasser auskommen, stehen aber in ihrer Flinkheit ihren westlichen Gegenstücken in nichts nach. Die Zorsereiter besetzen in den Reihen des Mummenschanzes die klassische Funktion der Kavallerie: Sie flankieren und greifen bewegungsunfähige Einheiten sowie ungeschützte Bogenschützen an.",2021-S03
10409,Derwische der Sturmkrähen,Schneller Hieb,,,,"Wenn man einen Derwisch der Sturmkrähen bis zum Ende der Woche bezahlt, erkauft man sich einen abgehärteten, erfahrenen Söldner, der in mittelschwerer Rüstung flink und geschickt die äußeren feindlichen Reihen angreift – allerdings nur bis zum Ende der Woche. Die berüchtigte Loyalität der Sturmkrähen gegenüber Münzen gilt auch für ihre besten Soldaten. Trotzdem haben Auftraggeber, die einen Derwisch in Aktion erleben, keinen Grund zur Klage, denn diese Krieger zerfetzen die Flanken des Gegners und ziehen sich zurück, bevor der Feind zum Gegenangriff ausholen kann.",2021-S03
10410,Heckenritter,Klinge des Ritters,,,,"Die sogenannten Heckenritter reisen auf der Suche nach Anstellung durch die Welt. Die landlosen Adligen, die bis auf Waffe, Rüstung und Pferd wenig besitzen, werden gemieden und verachtet – außer zu Kriegszeiten. Da man sie anheuern kann und sie ihre eigene Ausrüstung mitbringen, finden Adlige jeder Gesinnung im Krieg der Fünf Könige immer eine Verwendung für ein halbes Dutzend ausgebildeter Heckenritter auf dem Schlachtfeld. Allerdings reicht ihre Ausrüstung selten an die echter Ritter heran.",2021
10411,Schwertkämpfer der Goldenen Kompanie,Meister-Langschwert,,,,"Die Goldene Kompanie ist für ihrMotto „Unser Wort ist so viel wertwie Gold“ bekannt. Wenn sie fürden Kampf angeheuert wird, wirdsie jeder Münze ihrer Entlohnunggerecht. Ihre Schwertkämpfer habenunermüdlich trainiert, um jedenSchwachpunkt in der Verteidigungihrer Feinde ausfindig zu machenund auszunutzen. Unterdessenfliehen sie fast nie vom Schlachtfeld,auch wenn die Schlacht schonverloren scheint. Das macht sie zueiner soliden Investition für alle, diesich die Bezahlung leisten können.",2021-S03
10412,Armbrustschützen der Goldenen Kompanie,Armbrust,Kurzschwert,,,"Die Goldene Kompanie, diezuverlässigste Söldnergruppe derFreien Städte, bietet verschiedeneTruppenarten, die angeheuert werdenkönnen. Eine davon sind die Armbrustschützen.Diese scharfsichtigenKämpfer verschwenden nie auch nureinen Schuss. Sie warten entschlossen,bis ihre Feinde in perfekter Reichweitesind, bevor sie ihre Bolzen lösen. DieseBolzen durchdringen jede gegnerischeRüstung mit Leichtigkeit, besondersaus kurzer Entfernung. Jeder, der seineStreitkräfte verstärken möchte, machtmit ihnen ein gutes Geschäft.",2021-S02
10413,Kriegselefant der Goldenen Kompanie,Stampfen,,*Deine Armee darf nur 1 Kriegselefanten pro Infanterie-Einheit der Goldenen Kompanie enthalten.*,,"Selbst der am besten ausgebildeteSoldat wird wahrscheinlich nichtwissen, was er tun soll, wenn er aufdem Schlachtfeld einem riesigenElefanten gegenübersteht. Diebestialischen Kriegselefanten derGoldenen Kompanie stampfendurch die gegnerischen Reihen,scheinbar immun gegen alle Angriffe,während sie ihre mächtigen Füße undStoßzähne nutzen, um Feinde zu vernichten.Allerdings sind es einfacheWesen, die ohne einen Lenker in denmeisten Fällen stehen bleiben undnicht wissen, was sie tun sollen.",2021-S03
10414,Lysenische Söldner,Piratensäbel,,,,"Die Inselstadt Lys gleicht mitihren hohen, dicken Mauerneiner Festung und beherbergt eineVielzahl an Söldnern, die an derKüste patrouillieren, um Feindeabzuschrecken. Doch Söldner sindund bleiben Söldner: Sie bietenihre Dienste jedem an, der genugGeld hat, um sie anzuheuern.Ruhm und Ehre interessiert sienicht, sondern nur Beute und einegute Bezahlung, die auf sie wartet,wenn sie mit dem Schiff nachHause zurückkehren.",2021-S03
10501,Veteranen der Wache,Beidhändig,,,,"Während die Geschworenen Brüder mit Zuversicht ihre Stellung in der Schlachtreihe halten, haben die Veteranen die Waffen und das Können, um tief in die Schlachtlinie vorzustoßen. Sie sind erfahrene Kämpfer, die fast nicht zu stoppen sind, da sie auf die besten Waffen und Rüstungen aus den Schmieden der Baumeister zurückgreifen können. Auch die besten Einheiten der Sieben Königslande haben Schwierigkeiten, die Veteranen aufzuhalten oder gar zu besiegen.",2021-S03
10502,Geschworene Brüder,Großschwert,,,,"Die Geschworenen Brüder bilden die tragende Säule der Streitkräfte der Nachtwache. Sie stellen sich den Wildlingen und anderen Schrecken des Nordens mit stoischer Gelassenheit entgegen. Dabei bauen sie auf ihre langjährige Ausbildung und robuste Ausrüstung. Tatsächlich unterhalten sie ihre eigenen Schmieden, durch die der gewöhnliche Bruder bessere Ausrüstung besitzt als der einfache Fußsoldat der meisten anderen großen Häuser (außer natürlich Haus Lennister). Die Geschworenen Brüder können zuverlässig zur Haltung einer Stellung eingesetzt werden, selbst dann wenn ihre Chancen nicht zum Besten stehen.",2021
10503,Fährtenleser der Grenzer,Reflexbogen,Kurzschwert,,,"Die Grenzer der Nachtwache bestehen aus vielen Einheiten mit unterschiedlichsten Fähigkeiten. Die Augen der Wache sind aber ihre Fährtenleser. Sie kundschaften als Späher-Kavallerie Stärke, Anzahl und Position des Feindes aus. Auf dem Schlachtfeld verwenden sie ihr Können, um anfällige Stellungen des Feindes auszumachen. Weise Heerführer hören auf ihren Rat und stellen ihre Truppen entsprechend auf, um solche Schwächen auszunutzen.",2021-S03
10504,Geist,Zähne & Klauen,,"*Darf nur in einer Armee aufgestellt werden, die Jon Schnee enthält.*",,"Der Albino-Schattenwolf, der als Geist bekannt ist, kann keinen treffenderen Namen haben: Wie ein unheilvoller Schatten folgt er Jon Schnee auf Schritt und Tritt. Auf dem Schlachtfeld bewegt er sich mehr oder weniger frei umher, mit einem instinktiven Verständnis für die Pläne seines Herrn. Er kann furchterregende Geschwindigkeiten erreichen und mit seinen mächtigen Pranken mühelos Rüstungen durchdringen. Am effektivsten kann Geist über die Flanken oder zur Verfolgung fliehender Truppen eingesetzt werden. Der Anblick eines anstürmenden Schattenwolfs reicht aus, um die meisten Männer bis ins Mark zu erschüttern.",2021
10505,Jäger der Grenzer,Jagdbogen,Schneller Hieb,,,"Oftmals arbeiten Jäger und Spurenleser der Grenzer Hand in Hand, wobei die Jäger der Grenzer darauf spezialisiert sind, kritische Ziele auf dem Schlachtfeld auszuschalten. Während im offenen Kampf nur wenig Möglichkeit für Heimlichkeit besteht, schlagen die Jäger plötzlich zu und profitieren von geschwächten oder verwundbaren Gegnern, um sie oftmals auf nur einen verbleibenden Mann zu dezimieren, bevor nennenswerter Widerstand aufkommen kann. Wie bei jeder leichten Infanterie, kann es sich für sie jedoch als fatal erweisen, in lang anhaltende Nahkämpfe verwickelt zu werden. Eine Situation, die jeder Heerführer vermeiden sollte.",2021-S03
10506,Skorpion-Mannschaft der Baumeister,Bolzenwerfer,Bewaffnete Mannschaft,Begrenzt: *Deine Armee darf maximal 2 Skorpion-Mannschaften der Baumeister enthalten.*,,"Die Baumeister der Nachtwache sind bekannt für ihren Einfallsreichtum. Niemand verkörpert dies besser als die Skorpion-Mannschaft der Baumeister. Mit nur wenig Ausrüstung und genügend Holz kann die Mannschaft einen mobilen Skorpion konstruieren, der massive Bolzen mit Langer Reichweite und erstaunlicher Genauigkeit abfeuert. Ganze Schlachtreihen können von einem einzigen Projektil gefällt werden. Jedoch benötigt es einige Zeit, den Skorpion neu auszurichten, denn er bewegt sich nur sehr langsam.",2021-S03
10507,Steinwerfer der Baumeister,Steinhagel,Bewaffnete Mannschaft,Begrenzt: *Deine Armee darf maximal 2 Steinwerfer der Baumeister enthalten.*,,"Die Steinwerfer-Mannschaften sind versierte Baumeister, die auf dem Schlachtfeld bewegliche Steinwerfer aufbauen und bedienen können. Sie bestehen darauf, dass es sich nicht um Katapulte handelt, da diese Belagerungsmaschinen normalerweise deutlich größer sind und besondere Geschosse verwenden, jedoch ist das Prinzip dahinter dasselbe. Eine fähige Steinwerfer-Mannschaft kann ihre tödlichen Geschosse mitten in eine feindliche Formation schießen, gegen die nicht einmal die schwerste Infanterie geschützt ist.",2021-S03
10508,Armbrustschützen der Baumeister,Armbrust,Kurzschwert,,,"Obwohl die Mauer und ihre Befestigungen die Hauptverantwortung der Baumeister darstellen, halten sie auch die Waffen und Rüstungen der gesamten Nachtwache instand. So ist ihre Rolle auf dem Schlachtfeld traditionell nicht als Frontkämpfer zu verstehen, doch im Angesicht einiger Feinde will jeder Mann eine Waffe in der Hand wissen. Armbrüste benötigen mehr Wartung und Pflege als die meisten anderen Waffen, weswegen die Baumeister hervorragend als Feuerunterstützung aus der zweiten Reihe dienen.",2021-S01
10509,Rekruten der Wache,Einfache Waffen,,,,"Die Rekruten der Wache sind oftmals ein widerspenstiger, zerlumpter Haufen Wehrpflichtiger, rekrutiert aus den Niedrigsten der Niedrigen in ganz Westeros. Bei der Wache werden sie wenigstens in den Grundlagen des Kampfes ausgebildet, denn es ist des öfteren notwendig, dass jeder Mann, der ein Schwert halten kann, zur Verteidigung der Mauer herangezogen wird. Ein kluger Heerführer tut allerdings gut daran, sich nicht zu sehr auf die Rekruten zu verlassen. Eher sollte er damit rechnen, dass sie beim geringsten Anzeichen von Widerstand die Flucht ergreifen.",2021-S01
10510,Marschall der Wache,Langschwert,,Begrenzt: *Deine Armee darf maximal 2 Marschälle der Wache enthalten.*,,"Um zum Marschall der Wache ernannt zu werden, braucht es mehr als einfache Reitkunst und Befehlsgewalt. Der Bruder der Wache muss seine Zeit an der Front und auf langen Patrouillen hinter der Mauer verbracht haben. Genug, um jeden Feind gesehen zu haben, mit dem die Wache fertig werden muss, und um zu lernen, wie man mit ihnen erfolgreich und entschieden umgeht. Die Marschälle der Wache glänzen darin, das Beste aus ihren Truppen herauszuholen, indem sie Vorteile in Angriff und Manöver nutzen.",2021
10511,"Kalthand, Mysteriöser Mitstreiter",Langschwert,,"Charakter: *Darf nicht in einer Armee aufgestellt werden, die Benjen Stark enthält.*",,"Das mysteriöse Wesen, das auch als Kalthand bekannt ist, hilft oder behindert Streitkräfte nach einem Plan, den keiner durchschaut. Mal ist er Freund, mal ist er Feind. Er befehligt riesige Rabenschwärme, die die Gegner mit scharfen Krallen und peitschenden Flügelschlägen attackieren, während er selbst auf einem mächtigen Elch in die Schlacht reitet und seine eigenen beträchtlichen Fähigkeiten zur Schau stellt. Er trägt Rüstung und Umhang der Nachtwache, obwohl niemand zu sagen vermag, ob er sie selbst zu Lebzeiten erwarb oder sie einem gefallenen Feind stahl. Selbst wenn er niedergestreckt wird, taucht Kalthand kurze Zeit später wieder auf dem Schlachtfeld auf.",2021-S03
10512,Vorhut der Grenzer,Langschwert,,,,"Die Grenzer der Nachtwache sind bekannt für ihre Tarnfähigkeiten in der Wildnis, mit denen sie jedem Feind auflauern können. Solche Angriffe sind noch verheerender, wenn sie zu Pferd ausgeführt werden. Die Kavallerie zu verstecken, ist in jedem Gelände eine schwierige Herausforderung, aber die Vorhut der Grenzer kennt die Wälder nördlich der Mauer besser als jeder andere. Dichte Baumgruppen, versteckte Täler und auch leichte Senken bieten den Grenzern viele Möglichkeiten, den Feind zu überraschen.",2021-S02
10513,Speerträger des Schattenturms,Speer,,,,"Die westliche Mauer wird vom Schattenturm überragt, auf dem die Schwarzen Brüder Wache halten. Wie alle Brüder der Nachtwache sind auch die Speerträger des Schattenturms in schwarzes Leder und geschwärzten Stahl gekleidet, um sich gegen die berüchtigte Kälte des Nordens zu schützen. Speerträger sind hervorragende Flankenschützer. Sie fangen feindliche Angriffe von Kavallerie und Infanterie geschickt ab und teilen vernichtende Schläge aus, bevor der Gegner in Reichweite kommt.",2021-S03
10601,Hirschritter,Zorn der Hirsche,,,,"Die Hirschritter bilden den Kern der Eliteeinheiten von Haus Baratheon. Jeder von ihnen ist selbst ein Adliger und nur diesen ehrenwerten Sers ist es erlaubt, den charakteristischen gehörnten Helm zu tragen. Hirschritter sind schwer gepanzert. Sie tragen Plattenpanzer, die so edel sind, dass sie den Lennisters in nichts nachstehen. Sie schwingen mächtige Zweihandhämmer, die Rüstungen ihrer Feinde ebenso wie deren Knochen zerschmettern können. Selbst wenn sie umzingelt sind, kämpfen die Hirschritter in ihrem ungezügelten Zorn unbeirrt weiter.",2021-S03
10602,Wächter von Haus Baratheon,Kriegshammer,,,,"Auch wenn das Haus Baratheon gespalten ist, so schöpfen ihre Truppen doch aus derselben Ausbildung aus einer Zeit, zu der sie dem vereinten Haus vor dem Krieg der Fünf Könige gedient haben. Die Wächter von Haus Baratheon sind schwer gepanzert, tragen mächtige Schilde und schwingen die typischen Baratheon- Kriegshämmer. Die Wächter sind standhaft und robust und können sowohl in der Vorhut als auch im Zentrum einer Schlacht eingesetzt werden, auch wenn Schnelligkeit nicht zu ihren Stärken gehört.",2021
10603,Schildwachen von Haus Baratheon,Doppelhämmer,,,,"Obwohl sie offiziell als mittelschwere Infanterie gelten, sind die Schildwachen von Haus Baratheon mit einer schwereren Rüstung ausgestattet, als man eigentlich bei einer Einheit erwarten würde, die in der Regel zur Durchführung oder Abwehr von Flankenmanövern eingesetzt wird. Einbußen in ihrer Geschwindigkeit sind der offensichtliche Kompromiss, den die Schildwachen dafür eingehen müssen, aber die meisten mittelschweren Infanterien können sich weder derart behaupten, noch so verheerende Angriffe durchführen, wie es die Schildwachen vermögen. In ungeübten Händen ist ihr Kriegshammer hinderlich, doch ein gut platzierter Schlag mit seinem schweren Kopf kann so manche Plattenrüstung zum Bersten bringen.",2021-S03
10604,Rosenritter,Langschwert,,"Loyalität: **RENLY BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Die Rosenritter in König Renlys Diensten sind eine für die Frontlinie spezialisierte Einheit, die in der schwersten Plattenrüstung und den edelsten grünen Stoffen, die Renlys riesige Geldbörse hergeben, in die Schlacht ziehen. Ihre harte Ausbildung und glühende Loyalität ihrem König gegenüber lassen diese Truppen selbst schwer verwundet noch weiterkämpfen. Die Rosenritter können den härtesten Schlag einstecken und doppelt so hart zurückschlagen, doch ein Heerführer sollte stets darauf achten, dass sie nicht umzingelt werden.",2021-S03
10605,Anhänger von R’hllor,Schwert des Glaubens,,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Es stellt zwar niemand ihren felsenfesten Glauben an R’hllor infrage, doch besitzt natürlich nicht jeder Anhänger in Stannis’ Truppen das sagenumwobene flammende Schwert von Azor Ahai namens Lichtbringer. Stattdessen stecken sie ihre Klingen mithilfe eines Ölgemischs in Brand, was für kurze Zeit eine enorme Hitze erzeugt. Obwohl sie nicht schwer gepanzert sind, können sie jedem Feind dank ihrer Überzeugungen Paroli bieten und sicherstellen, selbst dann noch eine Inspiration für andere zu sein, wenn sie fallen.",2021
10606,Streiter des Hirsches,Zorn der Streiter,,,,"Im Einklang mit dem Grundsatz der Baratheons hinsichtlich schwerer Waffen und noch schwererer Rüstung stecken die Streiter des Hirsches von oben bis unten in Kettenpanzer auf gewaltigen Schlachtrossen. Diese Moloche besitzen die Beweglichkeit einer Kavallerie und das Durchhaltevermögen von Einheiten an vorderster Front. Kluge Befehlshaber sorgen am Besten dafür, dass sie beweglich bleiben und sie so ihre Gefechte selbst wählen können. Trotzdem können die Streiter, falls nötig, die Stellung länger als die meisten anderen Kavallerie-Einheiten halten.",2021-S02
10607,Adliger von Drachenstein,Zorn des Adligen,,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten. Deine Armee darf maximal 2 Adlige von Drachenstein enthalten.*",,"Die Adligen von Drachenstein sind leicht an ihren charakteristischen Geweihhelmen zu erkennen, die das Siegel des Hauses Baratheon repräsentieren. Umhüllt von metallenen Rüstungen reiten sie auf schwer gepanzerten Pferden in den Kampf. Auf dem Schlachtfeld sind sie mitunter die kräftigsten Kämpfer. Je verzweifelter die Situation scheint, desto verbissener kämpfen diese fanatischen Krieger. Während sie darin glänzen, leichtere Truppen zu blockieren, sollte man darauf achten, dass sie nicht vom Gegner eingekreist werden.",2021
10608,Männer des Königs,Großschwert,,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Am Hofe von Stannis Baratheon stehen die Männer des Königs treu zu den Sieben, die vorherrschende Religion in Westeros. Die Männer des Königs sind den sogenannten „Männern der Königin“, die R’hllor anbeten, zwar nicht feindlich gesinnt, aber sie üben sich in einem anderen Kampfstil. Die Männer des Königs konzentrieren sich auf Großschwerter und die Beweglichkeit, die ihnen ihre schwere Rüstung zugesteht, immer mit dem unerschütterlichen Glauben an ihren einzig wahren König Stannis Baratheon.",2021-S01
10609,R’hllors Männer der Königin,Langschwert,,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Die Männer der Königin am Hofe von Stannis Baratheons werden nicht unbedingt wegen ihrer Zuneigung zu Königin Selyse so genannt, sondern aufgrund ihrer Bekehrung zum R’hllor-Glaube (obwohl manche sagen, dass ihre wahre Loyalität eher der Roten Priesterin Melisandre gilt). Die Männer der Königin sind schwer gepanzerte Eliteeinheiten in der Vorhut, die fast jeden feindlichen Angriff abwehren können. Obwohl sie unter der üblichen Trägheit schwerer Truppen leiden, bilden sie einen soliden Wall um ihre Schutzbefohlenen.",2021-S02
10610,R’hllors Lichtbringer,Feuerpfeile,Dolche,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Die Überzeugung der Baratheons, auf schwere Panzerung zu vertrauen, zeigt sich auch bei den Rüstungen von R’hllors Lichtbringern. Diese besteht unter anderem aus einem Schuppenhemd und einem Plattenhelm, womit sie im Gegensatz zu anderen Bogenschützeneinheiten in der Lage sind, einem direkten Angriff standzuhalten. Der zusätzliche Schutz hilft ihnen beim Umgang mit ihrer stärksten Waffe: dem Feuer. Die Pfeile der Lichtbringer werden in Öl getaucht und Sekunden vor dem Schuss angezündet. Das zähflüssige Öl verbrennt zwar rasch, kann getroffene Ziele aber im Nu entfachen.",2021-S01
10611,Armbrustschützen der Dornen-Garde,Armbrust der Wache,Langschwert,"Loyalität: **STANNIS BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Die Armbrustschützen der Dornen- Garde kleiden sich in plattenverstärkten Kettenhemden und tragen anstelle von traditionellen Dolchen oder kurze Klingen, wie sie die meisten Bogenschützen haben, Langschwerter und einzigartige Armbrüste. Tatsächlich werden sie mehr für den Nahkampf mit Feinden trainiert als die meisten anderen Bogenschützen. Nichtsdestotrotz ist die Armbrust ihre primäre Waffe, die selbst schwere Rüstungen durchschlagen kann. Kluge Heerführer wissen sie entsprechend einzusetzen.",2021-S03
10612,Reiter von Rosengarten,Lanze,,"Loyalität: **RENLY BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Das Haus Tyrell ist durchzogen vonritterlichen Traditionen. König RenlysBündnis mit dem Haus Tyrell durchLady Margaery wurde mit der Loyalitätder berühmten Reiter von Rosengartenbelohnt. Obwohl sie nicht so schwergepanzert sind wie die meisten anderenKavallerien, können diese Reiter einenAngriff starten, der so verheerend istwie alles, was andere Fraktionen kaumzusammen aufbringen können. EinHeerführer sollte sich davor hüten, sie ineinen langwierigen Nahkampf zu verwickeln,aber selbst dann noch strotzensie vor Loyalität und Tapferkeit.",2021-S01
10613,Pikeniere von Rosengarten,Speer,,"Loyalität: **RENLY BARATHEON**
*Deine Armee darf nie Einheiten oder Verstärkungen mit anderen Loyalitäten enthalten.*",,"Rosengarten ist Haus Tyrells Sitz der Macht. Um die Baratheons im Kampf um den Eisernen Thron zu unterstützen, schickt das Haus Tyrell die Pikeniere von Rosengarten in den Kampf. Diese gut ausgebildeten Kämpfer beherrschen den Umgang mit den Piken und bilden auf dem Schlachtfeld eine Mauer des Todes. Obwohl sie nur leicht gepanzert sind, ist die Ausdauer dieser Truppen unübertroffen. Dank ihrer Wendigkeit können Gegner kaum den Überblick über die Pikeniere behalten. Das macht sie zu einem der wichtigsten Pfeiler unter den Truppen der Baratheons.",2021-S03
